question_id,group_id,query_type,arm,gold_answer,predicted_answer,correct,format_valid,api_ok,status,truncated,prompt_tokens,completion_tokens,total_tokens,latency_seconds
21779,model:2441,ett,ZERO,yes,yes,1,1,1,completed,0,259.0,1927.0,2186.0,122.37359355948865
27019,model:6487,ett,ZERO,yes,yes,1,1,1,completed,0,252.0,2869.0,3121.0,181.95651513524354
1413,model:316,nde,ZERO,yes,yes,1,1,1,completed,0,264.0,1610.0,1874.0,102.68913125060499
17243,model:5450,ate,ZERO,yes,yes,1,1,1,completed,0,174.0,390.0,564.0,24.970649015158415
11007,model:1247,ett,ZERO,yes,no,0,1,1,completed,0,199.0,1850.0,2049.0,117.05104433745146
14651,model:2090,ate,ZERO,yes,,0,0,1,completed,0,277.0,2663.0,2940.0,167.81037764251232
10052,model:3311,det-counterfactual,ZERO,no,yes,0,1,1,completed,0,193.0,1587.0,1780.0,98.40550502203405
22040,model:2501,ett,ZERO,yes,yes,1,1,1,completed,0,293.0,3318.0,3611.0,206.1100079920143
9510,model:4951,ate,ZERO,yes,no,0,1,1,completed,0,233.0,3050.0,3283.0,189.7046979777515
30598,model:3737,det-counterfactual,ZERO,no,no,1,1,1,completed,0,165.0,1038.0,1203.0,64.91351785510778
9653,model:3242,det-counterfactual,ZERO,no,no,1,1,1,completed,0,175.0,1464.0,1639.0,92.29410339333117
21653,model:2411,ate,ZERO,yes,yes,1,1,1,completed,0,181.0,318.0,499.0,20.28831240348518
24188,model:2992,ett,ZERO,yes,yes,1,1,1,completed,0,203.0,569.0,772.0,35.34918515570462
3370,model:767,nie,ZERO,yes,yes,1,1,1,completed,0,175.0,1138.0,1313.0,71.23184296861291
18584,model:5726,nie,ZERO,no,no,1,1,1,completed,0,171.0,909.0,1080.0,57.06738992780447
8884,model:4798,ate,ZERO,yes,no,0,1,1,completed,0,204.0,1903.0,2107.0,118.59257475100458
27502,model:6602,nde,ZERO,no,no,1,1,1,completed,0,277.0,4499.0,4776.0,275.7627068441361
30021,model:3593,det-counterfactual,ZERO,yes,yes,1,1,1,completed,0,168.0,1095.0,1263.0,69.19735992327332
18847,model:5802,ett,ZERO,no,no,1,1,1,completed,0,254.0,2308.0,2562.0,145.12155199050903
15941,model:5126,ett,ZERO,yes,yes,1,1,1,completed,0,191.0,1175.0,1366.0,74.09456420689821
10773,model:1197,ett,ZERO,no,no,1,1,1,completed,0,303.0,2642.0,2945.0,166.16972574032843
30098,model:3614,det-counterfactual,ZERO,no,yes,0,1,1,completed,0,211.0,1026.0,1237.0,63.354844668880105
12970,model:1700,nie,ZERO,no,no,1,1,1,completed,0,343.0,2141.0,2484.0,132.7967882230878
5177,model:3929,ate,ZERO,yes,yes,1,1,1,completed,0,259.0,1402.0,1661.0,87.95208856463432
30620,model:3745,det-counterfactual,ZERO,no,no,1,1,1,completed,0,177.0,1679.0,1856.0,104.06550345942378
6961,model:4358,ate,ZERO,yes,yes,1,1,1,completed,0,171.0,885.0,1056.0,55.38922545313835
25706,model:6190,ett,ZERO,yes,no,0,1,1,completed,0,267.0,3589.0,3856.0,218.78549839183688
662,model:148,nie,ZERO,yes,yes,1,1,1,completed,0,179.0,787.0,966.0,48.84412690997124
13448,model:1816,nie,ZERO,no,no,1,1,1,completed,0,250.0,2616.0,2866.0,160.74483507871628
5117,model:3913,ate,ZERO,yes,yes,1,1,1,completed,0,258.0,1350.0,1608.0,84.55407222732902
363,model:82,ate,ZERO,no,no,1,1,1,completed,0,258.0,2510.0,2768.0,157.44595352187753
28714,model:6870,nie,ZERO,no,no,1,1,1,completed,0,177.0,1633.0,1810.0,101.17321746610105
16367,model:5225,ett,ZERO,yes,no,0,1,1,completed,0,196.0,1287.0,1483.0,81.01688600704074
22429,model:2592,ate,ZERO,yes,yes,1,1,1,completed,0,195.0,308.0,503.0,19.52899508923292
8999,model:4822,nie,ZERO,yes,yes,1,1,1,completed,0,268.0,2922.0,3190.0,181.33022094145417
4810,model:3846,ett,ZERO,no,no,1,1,1,completed,0,187.0,1631.0,1818.0,100.91318251006305
26957,model:6470,nie,ZERO,no,no,1,1,1,completed,0,173.0,1398.0,1571.0,87.9901327509433
10402,model:1112,nie,ZERO,yes,yes,1,1,1,completed,0,271.0,794.0,1065.0,49.59189720824361
3789,model:875,ate,ZERO,no,no,1,1,1,completed,0,229.0,1350.0,1579.0,84.84182698093355
30132,model:3623,det-counterfactual,ZERO,yes,no,0,1,1,completed,0,199.0,1314.0,1513.0,80.81845230609179
20067,model:3378,det-counterfactual,ZERO,yes,yes,1,1,1,completed,0,169.0,2142.0,2311.0,131.70597831718624
7847,model:4550,ate,ZERO,no,no,1,1,1,completed,0,164.0,1188.0,1352.0,74.06768495589495
207,model:40,ett,ZERO,yes,yes,1,1,1,completed,0,190.0,1011.0,1201.0,63.189043179154396
19976,model:3361,det-counterfactual,ZERO,no,yes,0,1,1,completed,0,198.0,2007.0,2205.0,120.48409696109593
22469,model:2600,ett,ZERO,yes,yes,1,1,1,completed,0,310.0,2506.0,2816.0,148.98315073549747
9330,model:4893,ett,ZERO,yes,yes,1,1,1,completed,0,175.0,2428.0,2603.0,144.00560737214983
27122,model:6510,nie,FULL_COT,yes,yes,1,1,1,completed,0,5337.0,635.0,5972.0,44.53569136932492
26413,model:6347,ate,FULL_COT,yes,yes,1,1,1,completed,0,8000.0,1805.0,9805.0,118.9334983676672
852,model:197,ett,FULL_COT,no,no,1,1,1,completed,0,7944.0,912.0,8856.0,62.16650736704469
14660,model:2092,nie,FULL_COT,no,no,1,1,1,completed,0,5284.0,860.0,6144.0,58.93686239607632
29734,model:3521,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,3590.0,567.0,4157.0,40.381228152662516
16350,model:5221,nie,FULL_COT,no,no,1,1,1,completed,0,5159.0,975.0,6134.0,67.3683777935803
24219,model:2998,ett,FULL_COT,yes,yes,1,1,1,completed,0,7526.0,700.0,8226.0,48.13029797375202
14721,model:2104,ate,FULL_COT,yes,yes,1,1,1,completed,0,7963.0,783.0,8746.0,53.62770636565983
9772,model:3265,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,4325.0,683.0,5008.0,47.59246112406254
30734,model:3771,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,5407.0,977.0,6384.0,63.29436364211142
21681,model:2417,ate,FULL_COT,no,no,1,1,1,completed,0,6823.0,392.0,7215.0,29.370069896802306
13560,model:1838,ett,FULL_COT,no,no,1,1,1,completed,0,8977.0,1349.0,10326.0,85.5152166672051
28350,model:6792,ett,FULL_COT,yes,yes,1,1,1,completed,0,9037.0,1552.0,10589.0,98.43926315195858
8791,model:4781,ett,FULL_COT,no,no,1,1,1,completed,0,8996.0,1681.0,10677.0,111.13768953643739
14790,model:2116,ate,FULL_COT,yes,yes,1,1,1,completed,0,7596.0,921.0,8517.0,57.79876665957272
5352,model:3969,ett,FULL_COT,no,no,1,1,1,completed,0,8967.0,1055.0,10022.0,66.42844816483557
20085,model:3382,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,3910.0,879.0,4789.0,60.37166732363403
29113,model:6959,ett,FULL_COT,no,no,1,1,1,completed,0,7514.0,657.0,8171.0,41.930882435292006
30767,model:3781,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,4240.0,1391.0,5631.0,88.2816072050482
24244,model:3003,ate,FULL_COT,no,no,1,1,1,completed,0,6867.0,1551.0,8418.0,99.30736808665097
2508,model:579,ate,FULL_COT,no,no,1,1,1,completed,0,7954.0,1184.0,9138.0,76.80956527590752
857,model:199,ate,FULL_COT,no,no,1,1,1,completed,0,8412.0,621.0,9033.0,39.31975622288883
3092,model:712,ett,FULL_COT,yes,yes,1,1,1,completed,0,7920.0,973.0,8893.0,63.247448682785034
30742,model:3773,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,4106.0,904.0,5010.0,58.822308640927076
28004,model:6713,ate,FULL_COT,no,no,1,1,1,completed,0,9179.0,2197.0,11376.0,140.377724731341
20494,model:3449,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,3285.0,513.0,3798.0,33.41776469908655
21396,model:2356,nde,FULL_COT,no,no,1,1,1,completed,0,8664.0,1101.0,9765.0,70.38064016960561
16408,model:5236,ate,FULL_COT,no,no,1,1,1,completed,0,9201.0,1158.0,10359.0,73.74035215564072
14579,model:2075,nie,FULL_COT,no,no,1,1,1,completed,0,5646.0,1093.0,6739.0,68.77489874511957
11730,model:1413,ate,FULL_COT,yes,yes,1,1,1,completed,0,7948.0,574.0,8522.0,36.565201146528125
6014,model:4125,nie,FULL_COT,no,no,1,1,1,completed,0,5350.0,1107.0,6457.0,69.9674359280616
8510,model:4707,ate,FULL_COT,yes,yes,1,1,1,completed,0,7973.0,1232.0,9205.0,78.37169459462166
23697,model:2877,ate,FULL_COT,no,no,1,1,1,completed,0,7360.0,2522.0,9882.0,157.63854543864727
25023,model:3186,nde,FULL_COT,no,no,1,1,1,completed,0,8750.0,1098.0,9848.0,68.62984156794846
1613,model:372,ate,FULL_COT,no,no,1,1,1,completed,0,8014.0,2348.0,10362.0,146.4236214030534
12121,model:1512,nie,FULL_COT,yes,yes,1,1,1,completed,0,5213.0,923.0,6136.0,57.27640073187649
20795,model:2222,nie,FULL_COT,no,no,1,1,1,completed,0,5497.0,717.0,6214.0,44.50615379959345
22050,model:2504,ett,FULL_COT,yes,yes,1,1,1,completed,0,9069.0,2100.0,11169.0,132.5722203683108
23024,model:2721,nie,FULL_COT,no,yes,0,1,1,completed,0,6311.0,519.0,6830.0,32.68927758000791
1283,model:290,nie,FULL_COT,no,no,1,1,1,completed,0,5713.0,1330.0,7043.0,83.48519297502935
13835,model:1893,ate,FULL_COT,no,no,1,1,1,completed,0,8451.0,2715.0,11166.0,171.41091032885015
2277,model:535,nde,FULL_COT,no,no,1,1,1,completed,0,8650.0,1459.0,10109.0,91.91835746727884
957,model:224,ett,FULL_COT,yes,yes,1,1,1,completed,0,7524.0,1157.0,8681.0,72.6425819862634
13241,model:1774,ett,FULL_COT,yes,yes,1,1,1,completed,0,9004.0,1392.0,10396.0,88.40584472194314
967,model:228,ate,FULL_COT,yes,yes,1,1,1,completed,0,6795.0,371.0,7166.0,23.647060856223106
18754,model:5779,ate,FULL_COT,no,no,1,1,1,completed,0,8490.0,1314.0,9804.0,83.4641608800739
8028,model:4581,ett,FULL_COT,yes,yes,1,1,1,completed,0,7513.0,1255.0,8768.0,79.55051035247743
12508,model:1614,nie,FULL_COT,no,no,1,1,1,completed,0,5668.0,1225.0,6893.0,77.5354895889759
13228,model:1772,ett,FULL_COT,no,no,1,1,1,completed,0,9004.0,1164.0,10168.0,73.55725225992501
586,model:132,ate,FULL_COT,yes,yes,1,1,1,completed,0,7440.0,604.0,8044.0,38.844870671629906
10087,model:3315,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,4474.0,1102.0,5576.0,70.32942617125809
4248,model:978,ett,FULL_COT,no,no,1,1,1,completed,0,7593.0,1542.0,9135.0,98.22787724807858
24764,model:3125,ate,FULL_COT,yes,yes,1,1,1,completed,0,9195.0,542.0,9737.0,35.20098050311208
5686,model:4052,ett,FULL_COT,no,no,1,1,1,completed,0,8978.0,1453.0,10431.0,92.58526923134923
13611,model:1847,nde,FULL_COT,yes,yes,1,1,1,completed,0,8708.0,1354.0,10062.0,85.81709924712777
29879,model:3557,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,3594.0,440.0,4034.0,28.322347166016698
2930,model:679,ate,FULL_COT,yes,yes,1,1,1,completed,0,7953.0,1469.0,9422.0,93.33938248455524
18975,model:5837,ett,FULL_COT,yes,yes,1,1,1,completed,0,7994.0,1904.0,9898.0,120.40109465457499
6148,model:4153,nde,FULL_COT,no,no,1,1,1,completed,0,8642.0,1191.0,9833.0,75.61541065573692
17296,model:5459,ett,FULL_COT,no,no,1,1,1,completed,0,7931.0,1193.0,9124.0,75.36537982523441
16869,model:5353,nie,FULL_COT,no,no,1,1,1,completed,0,5047.0,661.0,5708.0,42.10854876972735
15903,model:5117,ate,FULL_COT,no,no,1,1,1,completed,0,9194.0,892.0,10086.0,56.329018676653504
15332,model:4978,nie,FULL_COT,yes,yes,1,1,1,completed,0,6531.0,1065.0,7596.0,66.99261495471
16221,model:5196,ett,FULL_COT,no,no,1,1,1,completed,0,7516.0,949.0,8465.0,59.401532685384154
14726,model:2105,ett,FULL_COT,yes,yes,1,1,1,completed,0,8983.0,888.0,9871.0,56.18181233853102
7262,model:4414,ett,FULL_COT,no,no,1,1,1,completed,0,7519.0,1345.0,8864.0,84.7766048014164
13599,model:1845,nde,FULL_COT,no,yes,0,1,1,completed,0,8709.0,2805.0,11514.0,174.90672508440912
26507,model:6369,ate,FULL_COT,no,no,1,1,1,completed,0,8092.0,490.0,8582.0,30.749137165024877
15182,model:2216,ate,FULL_COT,yes,no,0,1,1,completed,0,7644.0,2258.0,9902.0,142.1938265711069
8076,model:4590,ett,FULL_COT,no,no,1,1,1,completed,0,7513.0,1389.0,8902.0,87.03921969048679
29995,model:3589,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,3319.0,1907.0,5226.0,118.96854498051107
6084,model:4140,nie,FULL_COT,no,no,1,1,1,completed,0,5821.0,581.0,6402.0,36.368437096476555
30561,model:3730,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,3794.0,1166.0,4960.0,73.0507807917893
6051,model:4134,ett,FULL_COT,yes,no,0,1,1,completed,0,8983.0,1986.0,10969.0,124.00461241416633
20444,model:3443,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,3456.0,945.0,4401.0,59.40692254714668
5283,model:3953,nie,FULL_COT,no,no,1,1,1,completed,0,5863.0,1238.0,7101.0,76.82399715296924
21083,model:2285,nie,FULL_COT,yes,no,0,1,1,completed,0,5691.0,2619.0,8310.0,163.63087288103998
5820,model:4084,nde,FULL_COT,no,no,1,1,1,completed,0,8674.0,1280.0,9954.0,80.80352434888482
12078,model:1502,ate,FULL_COT,yes,yes,1,1,1,completed,0,8397.0,193.0,8590.0,12.3022444806993
7097,model:4383,ett,FULL_COT,no,no,1,1,1,completed,0,7927.0,1012.0,8939.0,63.028335051611066
4220,model:973,ett,FULL_COT,no,no,1,1,1,completed,0,8013.0,1630.0,9643.0,102.32285567186773
29719,model:3518,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,3687.0,733.0,4420.0,46.31646906770766
6588,model:4264,ate,FULL_COT,yes,yes,1,1,1,completed,0,7988.0,2147.0,10135.0,134.00393417663872
13675,model:1860,nie,FULL_COT,no,no,1,1,1,completed,0,4545.0,908.0,5453.0,57.362886084243655
28278,model:6772,ate,FULL_COT,yes,yes,1,1,1,completed,0,8400.0,508.0,8908.0,32.31318366713822
18518,model:5711,ate,FULL_COT,yes,yes,1,1,1,completed,0,8053.0,564.0,8617.0,35.961236031726
14524,model:2064,nie,FULL_COT,yes,yes,1,1,1,completed,0,4688.0,2059.0,6747.0,127.80125569179654
8181,model:4614,ett,FULL_COT,no,no,1,1,1,completed,0,7928.0,853.0,8781.0,53.98385792598128
9178,model:4858,ett,FULL_COT,yes,yes,1,1,1,completed,0,7525.0,1010.0,8535.0,62.62901004962623
4961,model:3872,nde,FULL_COT,yes,yes,1,1,1,completed,0,8658.0,1042.0,9700.0,66.32882694900036
10103,model:3317,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,4225.0,933.0,5158.0,59.29193109460175
20562,model:3457,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,3807.0,756.0,4563.0,46.760829754173756
15865,model:5108,ate,FULL_COT,yes,yes,1,1,1,completed,0,8091.0,585.0,8676.0,36.96659003011882
9542,model:3224,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,2812.0,692.0,3504.0,42.76336228847504
29728,model:3520,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,3969.0,545.0,4514.0,33.84312544576824
30919,model:3819,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,4397.0,1003.0,5400.0,63.64393423311412
13348,model:1795,nie,FULL_COT,no,no,1,1,1,completed,0,5065.0,1144.0,6209.0,71.16050999984145
18739,model:5775,ett,FULL_COT,no,no,1,1,1,completed,0,9025.0,1993.0,11018.0,125.13011706992984
15939,model:5125,ett,FULL_COT,yes,yes,1,1,1,completed,0,8968.0,835.0,9803.0,52.832524098455906
1716,model:399,ett,FULL_COT,yes,yes,1,1,1,completed,0,7510.0,586.0,8096.0,36.48707455396652
23223,model:2767,ett,FULL_COT,yes,yes,1,1,1,completed,0,7625.0,1481.0,9106.0,92.79347402229905
30219,model:3644,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,4195.0,1416.0,5611.0,88.55324346758425
29659,model:3505,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,4763.0,1878.0,6641.0,117.23694344051182
10544,model:1139,nie,FULL_COT,yes,yes,1,1,1,completed,0,5736.0,1316.0,7052.0,82.29311090521514
30270,model:3657,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,4744.0,655.0,5399.0,40.93834609910846
29739,model:3522,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,2820.0,1030.0,3850.0,64.26276173628867
28009,model:6714,ate,FULL_COT,no,no,1,1,1,completed,0,7360.0,1452.0,8812.0,91.14719226397574
1791,model:417,ett,FULL_COT,no,no,1,1,1,completed,0,8964.0,1180.0,10144.0,73.68936032429338
18455,model:5698,ate,FULL_COT,yes,yes,1,1,1,completed,0,8722.0,2116.0,10838.0,132.65720907598734
22882,model:2692,ett,FULL_COT,yes,yes,1,1,1,completed,0,7524.0,1118.0,8642.0,70.15862742066383
8482,model:4699,ett,FULL_COT,yes,yes,1,1,1,completed,0,9025.0,1416.0,10441.0,89.03728454560041
14506,model:2061,ett,FULL_COT,yes,yes,1,1,1,completed,0,7965.0,679.0,8644.0,42.82083787582815
25391,model:6114,ate,FULL_COT,no,no,1,1,1,completed,0,8157.0,3011.0,11168.0,188.68105827830732
5776,model:4076,ett,FULL_COT,no,no,1,1,1,completed,0,7524.0,839.0,8363.0,52.75095907226205
2857,model:666,nie,FULL_COT,no,yes,0,1,1,completed,0,5800.0,2880.0,8680.0,181.0372950937599
14036,model:1948,ett,FULL_COT,yes,yes,1,1,1,completed,0,9021.0,1778.0,10799.0,111.64204724691808
23731,model:2884,nde,FULL_COT,no,no,1,1,1,completed,0,8754.0,1330.0,10084.0,83.54888001084328
20219,model:3405,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,4833.0,946.0,5779.0,59.34833909198642
18761,model:5781,ate,FULL_COT,yes,yes,1,1,1,completed,0,9253.0,1733.0,10986.0,109.02547601982951
25778,model:6205,nie,FULL_COT,yes,yes,1,1,1,completed,0,5458.0,1157.0,6615.0,72.87248362228274
6665,model:4291,ate,FULL_COT,yes,yes,1,1,1,completed,0,7988.0,1468.0,9456.0,92.35985833965242
4898,model:3861,nie,FULL_COT,yes,yes,1,1,1,completed,0,5151.0,581.0,5732.0,36.58079907298088
4790,model:1106,ate,FULL_COT,yes,yes,1,1,1,completed,0,6846.0,1543.0,8389.0,96.48519545607269
6508,model:4249,nie,FULL_COT,no,no,1,1,1,completed,0,6041.0,1033.0,7074.0,64.53143288940191
30587,model:3735,det-counterfactual,FULL_COT,yes,no,0,1,1,completed,0,4012.0,1293.0,5305.0,81.21461915038526
9034,model:4831,ate,FULL_COT,no,no,1,1,1,completed,0,9282.0,1884.0,11166.0,118.18735146895051
13461,model:1818,nie,FULL_COT,no,no,1,1,1,completed,0,5455.0,1155.0,6610.0,73.24466425552964
119,model:23,nde,FULL_COT,no,no,1,1,1,completed,0,8659.0,1233.0,9892.0,78.44832314923406
28440,model:6807,nie,FULL_COT,no,no,1,1,1,completed,0,5710.0,997.0,6707.0,62.08771246857941
28421,model:6804,ett,FULL_COT,no,no,1,1,1,completed,0,7626.0,1960.0,9586.0,124.49565587192774
13302,model:1786,ate,FULL_COT,no,no,1,1,1,completed,0,7958.0,1137.0,9095.0,71.52279336750507
10332,model:3346,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,5318.0,738.0,6056.0,46.28836161829531
15716,model:5074,ate,FULL_COT,no,no,1,1,1,completed,0,8403.0,739.0,9142.0,46.97424094006419
25060,model:3193,ate,FULL_COT,no,no,1,1,1,completed,0,7315.0,1013.0,8328.0,63.930776504799724
29463,model:7037,ett,FULL_COT,yes,yes,1,1,1,completed,0,7951.0,1151.0,9102.0,72.80566432140768
9092,model:4841,nde,FULL_COT,no,no,1,1,1,completed,0,8708.0,712.0,9420.0,45.113705502822995
6831,model:4335,ett,FULL_COT,no,no,1,1,1,completed,0,7934.0,1683.0,9617.0,107.60668695159256
14880,model:2132,ate,FULL_COT,yes,yes,1,1,1,completed,0,7945.0,361.0,8306.0,22.779161501675844
26704,model:6413,ett,FULL_COT,no,no,1,1,1,completed,0,7635.0,1485.0,9120.0,92.99062085151672
9850,model:3279,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,5377.0,1291.0,6668.0,80.92582245543599
20309,model:3419,det-counterfactual,FULL_COT,no,no,1,1,1,completed,0,5111.0,1134.0,6245.0,71.93790077790618
2149,model:510,ett,FULL_COT,no,no,1,1,1,completed,0,8961.0,742.0,9703.0,47.184376787394285
19671,model:5991,ett,FULL_COT,no,no,1,1,1,completed,0,7931.0,946.0,8877.0,60.749282609671354
6215,model:4167,ate,FULL_COT,no,no,1,1,1,completed,0,7575.0,869.0,8444.0,56.36233123205602
21787,model:2443,ate,FULL_COT,yes,yes,1,1,1,completed,0,8016.0,1141.0,9157.0,74.14311504922807
5435,model:3988,ate,FULL_COT,no,no,1,1,1,completed,0,9194.0,799.0,9993.0,51.74215713329613
5214,model:3939,ate,FULL_COT,no,no,1,1,1,completed,0,8445.0,651.0,9096.0,41.01979931257665
7216,model:4406,nie,FULL_COT,yes,yes,1,1,1,completed,0,5488.0,1772.0,7260.0,110.4808879494667
9081,model:4839,ate,FULL_COT,yes,yes,1,1,1,completed,0,6800.0,1038.0,7838.0,66.92417476698756
4910,model:3864,ate,FULL_COT,no,no,1,1,1,completed,0,7296.0,863.0,8159.0,54.08833649754524
14113,model:1969,ate,FULL_COT,yes,yes,1,1,1,completed,0,7986.0,1465.0,9451.0,93.12444594502449
22127,model:2522,nie,FULL_COT,no,no,1,1,1,completed,0,4498.0,970.0,5468.0,62.046159317716956
6781,model:4325,nde,FULL_COT,yes,yes,1,1,1,completed,0,8647.0,1435.0,10082.0,91.17066626437008
20364,model:3432,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,3511.0,451.0,3962.0,28.172268241643906
10185,model:3327,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,4272.0,1392.0,5664.0,88.13616410270333
4563,model:1037,ate,FULL_COT,yes,yes,1,1,1,completed,0,8387.0,493.0,8880.0,31.293485812842846
10839,model:1211,ate,FULL_COT,no,no,1,1,1,completed,0,7933.0,596.0,8529.0,37.625627756118774
29284,model:7000,ate,FULL_COT,no,no,1,1,1,completed,0,7925.0,548.0,8473.0,34.72836435958743
30791,model:3787,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,4541.0,764.0,5305.0,47.974191153422
24698,model:3108,ett,FULL_COT,no,no,1,1,1,completed,0,8040.0,1703.0,9743.0,106.02656809799373
4027,model:933,ett,FULL_COT,no,no,1,1,1,completed,0,7962.0,779.0,8741.0,48.767596904188395
29109,model:6958,ett,FULL_COT,yes,yes,1,1,1,completed,0,8967.0,391.0,9358.0,24.53341663070023
11590,model:1384,ate,FULL_COT,yes,yes,1,1,1,completed,0,8115.0,818.0,8933.0,50.993310648947954
19496,model:5954,nde,FULL_COT,yes,yes,1,1,1,completed,0,8720.0,1045.0,9765.0,64.75660157389939
4685,model:1068,ate,FULL_COT,yes,yes,1,1,1,completed,0,6861.0,1422.0,8283.0,90.67862167023122
27140,model:6514,ate,FULL_COT,yes,yes,1,1,1,completed,0,7633.0,1315.0,8948.0,81.4653622917831
5440,model:3989,ate,FULL_COT,yes,yes,1,1,1,completed,0,6820.0,409.0,7229.0,25.487457178533077
20980,model:2264,ate,FULL_COT,no,no,1,1,1,completed,0,8230.0,2760.0,10990.0,171.50451055169106
20893,model:2247,ett,FULL_COT,yes,yes,1,1,1,completed,0,9050.0,1585.0,10635.0,100.84204416535795
25215,model:6073,ett,FULL_COT,no,no,1,1,1,completed,0,7519.0,910.0,8429.0,57.47887289710343
29090,model:6954,ate,FULL_COT,no,no,1,1,1,completed,0,9192.0,831.0,10023.0,51.61245795711875
29758,model:3529,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,4253.0,1023.0,5276.0,63.443872755393386
30698,model:3764,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,5346.0,2278.0,7624.0,141.6401912495494
28593,model:6842,ate,FULL_COT,no,no,1,1,1,completed,0,7930.0,979.0,8909.0,62.947313111275434
21453,model:2368,nie,FULL_COT,no,no,1,1,1,completed,0,5930.0,758.0,6688.0,49.20372899249196
11181,model:1290,ate,FULL_COT,yes,yes,1,1,1,completed,0,7308.0,648.0,7956.0,42.27654775045812
5906,model:4102,ate,FULL_COT,no,no,1,1,1,completed,0,9058.0,911.0,9969.0,56.57015952654183
4181,model:964,ate,FULL_COT,no,no,1,1,1,completed,0,8179.0,1933.0,10112.0,123.23604906350374
23668,model:2869,ett,FULL_COT,no,yes,0,1,1,completed,0,7633.0,1640.0,9273.0,102.03589648939669
10992,model:1244,ett,FULL_COT,no,yes,0,1,1,completed,0,8976.0,1227.0,10203.0,76.72188959829509
26276,model:6319,ate,FULL_COT,yes,yes,1,1,1,completed,0,7973.0,2655.0,10628.0,164.91834965534508
7697,model:4522,ate,FULL_COT,yes,yes,1,1,1,completed,0,7470.0,1783.0,9253.0,113.64397749491036
18063,model:5626,nie,FULL_COT,yes,yes,1,1,1,completed,0,6257.0,1260.0,7517.0,79.22376473620534
21105,model:2289,nie,FULL_COT,no,no,1,1,1,completed,0,6152.0,3461.0,9613.0,217.21133046410978
29594,model:3486,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,4243.0,473.0,4716.0,29.685167126357555
5550,model:4016,ett,FULL_COT,no,no,1,1,1,completed,0,8973.0,1241.0,10214.0,77.38428069278598
27147,model:6517,ate,FULL_COT,yes,no,0,1,1,completed,0,8762.0,1512.0,10274.0,95.62838275358081
22098,model:2516,ate,FULL_COT,no,no,1,1,1,completed,0,7918.0,850.0,8768.0,52.84652385301888
19582,model:5971,ate,FULL_COT,yes,yes,1,1,1,completed,0,7314.0,762.0,8076.0,47.5773014575243
12089,model:1505,nie,FULL_COT,no,no,1,1,1,completed,0,4777.0,753.0,5530.0,47.589627204462886
12462,model:1606,ate,FULL_COT,no,no,1,1,1,completed,0,6820.0,629.0,7449.0,39.34021151997149
24692,model:3107,ate,FULL_COT,no,no,1,1,1,completed,0,8788.0,1710.0,10498.0,105.77452088333666
18623,model:5737,ate,FULL_COT,yes,yes,1,1,1,completed,0,8762.0,1916.0,10678.0,120.63758617639542
24527,model:3068,ett,FULL_COT,no,no,1,1,1,completed,0,8047.0,1460.0,9507.0,91.87301576510072
20700,model:3476,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,3999.0,1028.0,5027.0,63.45155511237681
8935,model:4807,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,1640.0,10687.0,102.63710479065776
5173,model:3927,ett,FULL_COT,yes,no,0,1,1,completed,0,8046.0,2227.0,10273.0,138.80012327618897
30954,model:3828,det-counterfactual,FULL_COT,yes,yes,1,1,1,completed,0,2320.0,1151.0,3471.0,71.07588398456573
27991,model:6710,ate,FULL_COT,no,no,1,1,1,completed,0,8078.0,2322.0,10400.0,145.29829059168696
