c0_answer,c0_correct,candidate_answer,candidate_changed_from_c0,candidate_correct,candidate_first_pass_record_sha256,gold_answer_post_run_join,legacy_answer,legacy_correct,legacy_execution_valid,legacy_failure_type,order,pack,query_family,question_id
yes,True,yes,False,True,23f05062992569c60ead5493ece29bf685fbebe937a00524792ca12b81eecdbf,yes,yes,True,True,,158,clean_holdout_natural,ate,cladder:10879
no,True,no,False,True,d3918fbf957537d36eb9da7758a0dd5d0c7387f73f4f43b0974a04b82b06d7be,no,no,True,True,,159,clean_holdout_natural,ate,cladder:10864
no,True,no,False,True,954beb5272f2eb0a528da930cfb8454051355c2ca889eeb2c31c77492b79720a,no,no,True,True,,160,clean_holdout_natural,marginal,cladder:24099
yes,True,yes,False,True,018e87e8c3ff73cf39c36bc3d90954f75eae042d1c0dd25d0b67d73b7ac7973d,yes,yes,True,True,,161,clean_holdout_natural,det-counterfactual,cladder:19996
no,True,no,False,True,c6d7b443e6c249edddc07b42046d0b8b0aec48a72b5f3923ad7edcd4eb2a2325,no,no,True,True,,162,clean_holdout_natural,ate,cladder:19581
no,True,no,False,True,a20c00e4e3513c3fb191efdcecaccba80fbcba0e8727719e1ede7d2198855a3d,no,no,True,True,,163,clean_holdout_natural,marginal,cladder:1911
no,True,no,False,True,716c490ef9a6e58e9cad251511eda95e6c761d69d0399de8e0c88c4a683eff5b,no,no,True,True,,164,clean_holdout_natural,ate,cladder:15915
no,True,no,False,True,e595b752e86e69d33bd9503ab3ca5ece638194b20cad53bd79bb3fa658771f46,no,no,True,True,,165,clean_holdout_natural,marginal,cladder:22924
yes,True,yes,False,True,58634c8acdd1f1336e78489ce8fda1732869115b70d9707f1cf513382e56e01f,yes,yes,True,True,,166,clean_holdout_natural,ate,cladder:21614
yes,True,yes,False,True,80f79c61836787ec007a9f3f5727096c874a7bcb14be6d9878c1d21bf660089f,yes,yes,True,True,,167,clean_holdout_natural,correlation,cladder:1248
yes,True,yes,False,True,8689b30e08f01bbbbdf617a81491130da91627bfe1a1a548db538bf7bca8c891,yes,yes,True,True,,168,clean_holdout_natural,det-counterfactual,cladder:20177
yes,True,yes,False,True,b3f8dc751d4b1576542ec3e233af3da6b47e5d64d3bbbc25e003aab2ea1400cd,yes,yes,True,True,,169,clean_holdout_natural,correlation,cladder:5633
no,True,no,False,True,281fa195bbd04eb978f908153d5cd3e81b9a753eb1c1e6be1f5aff8a7c024949,no,no,True,True,,170,clean_holdout_natural,marginal,cladder:5348
no,True,no,False,True,9874ed5c179f8e06ba179dc94553bb3567436f6385ce2e63ece844638c24ed48,no,no,True,True,,171,clean_holdout_natural,marginal,cladder:1941
no,True,no,False,True,4a53525311a600b4df23c7ccd43f35adf6c0306064d2e5a85060dc09af0473b9,no,no,True,True,,172,clean_holdout_natural,marginal,cladder:684
no,True,no,False,True,81119651fd79b443833c4dee9c59cbf069ab6863476b1ecc7919a65881908e0c,no,no,True,True,,173,clean_holdout_natural,ate,cladder:19718
yes,True,yes,False,True,bc6dd5303aae88b258e5511a771268153c048294948e3b3ba575d8ff374c3aa8,yes,yes,True,True,,174,clean_holdout_natural,ate,cladder:8605
no,True,no,False,True,cadf53b4ccba554d59900bb3ab38ac175dfc221abbb08c3ae5a03b6c38669a03,no,no,True,True,,175,clean_holdout_natural,ett,cladder:15859
yes,False,yes,False,False,552348ae609193b9127aac0024493fa35ab6eb5ec53ba4280f430efe25c6f86d,no,yes,False,True,,176,clean_holdout_natural,correlation,cladder:6033
no,True,no,False,True,5a7c260aa768b3d67ad1d781d8bec04b599c4e8f6aee4b0272b8f7048bc71760,no,no,True,True,,177,clean_holdout_natural,det-counterfactual,cladder:20622
no,True,no,False,True,d97820b5c5cf73d62871c48edd0e8c5117601c45cdf078d7b8d1a4861bb82c7b,no,no,True,True,,178,clean_holdout_natural,correlation,cladder:17718
yes,True,yes,False,True,f34d4db1230ebbc2af1cc17271769241d0d6a89dc679b9d7ecf572697e08e1ed,yes,yes,True,True,,179,clean_holdout_natural,nie,cladder:12485
yes,True,yes,False,True,1e9cfe1ff112b04d210ea22622181fabbfa1a08cf6bf4ff1e7e06f11c156a37b,yes,yes,True,True,,180,clean_holdout_natural,nie,cladder:3015
no,True,no,False,True,06fc28eabb0e2ddf37d6c6219098aed2714ff7740290608091daa68c90ddc46d,no,no,True,True,,181,clean_holdout_natural,det-counterfactual,cladder:20715
no,True,no,False,True,be6dcea25412cb7e7b0e083a097be2658493fee613a736764e9d8884f3af82e2,no,no,True,True,,182,clean_holdout_natural,det-counterfactual,cladder:20563
yes,True,yes,False,True,22cd2e89f0bd2e541bb9a5dd6c3877e57c0f28600b55e9d4d798d81b5fb81a5b,yes,yes,True,True,,183,clean_holdout_natural,marginal,cladder:26766
no,True,no,False,True,23a073fd67b882f4a907a8773078e0aea781f2b0f447eac3128b94e432fb4072,no,no,True,True,,184,clean_holdout_natural,nie,cladder:13292
yes,True,yes,False,True,2dfbc4fb8d87d789bd8e77bf373bea29d272af711ee0d7e4d669dcf0a02a193e,yes,yes,True,True,,185,clean_holdout_natural,nie,cladder:14634
no,True,no,False,True,9d7fcbe67254fdb364ac72a7cc84c1867711eacecfcb53b0eb383e4fcb613ae0,no,no,True,True,,186,clean_holdout_natural,det-counterfactual,cladder:20296
no,True,no,False,True,2056ef30bf473de2ed88c8de4180986dfe2be15c9684d901d3c406918523b9cd,no,no,True,True,,187,clean_holdout_natural,nde,cladder:7119
yes,True,yes,False,True,e1cc229f043afaec7e55fd6cd71f8e1d4f8cb9597e788500bdeb10e4028a9b83,yes,yes,True,True,,188,clean_holdout_natural,correlation,cladder:6952
no,True,no,False,True,84015556ba3e002eaba92c7126ee2ff69a8006f9ff0129dd8182ed539c1e4f8b,no,no,True,True,,189,clean_holdout_natural,correlation,cladder:15284
no,True,no,False,True,971737912977a745403bcdd1a1a4245bbb813674d4f5c844f436a4dce5f2b9ae,no,no,True,True,,190,clean_holdout_natural,nie,cladder:22012
no,True,no,False,True,55bae3959dad6972d6f0c849e40f8517014a50b3b1450debf9335a3d004cfc64,no,no,True,True,,191,clean_holdout_natural,ate,cladder:27560
no,True,no,False,True,9d226829d9453c9693b8bb4ed3c26e5741806b6da75a1b621dc3e48bd7f0d836,no,no,True,True,,192,clean_holdout_natural,correlation,cladder:3474
yes,True,yes,False,True,b373a57aa92aa705768c9f2c5cb1043abb6dfe92d4350f9cb0ec5135409f495a,yes,yes,True,True,,193,clean_holdout_natural,correlation,cladder:765
yes,True,yes,False,True,deea4cbef417b3fcb6e11c43287ef3edc10fb99d58c4487102f2595cb915c0b7,yes,yes,True,True,,194,clean_holdout_natural,correlation,cladder:19678
yes,True,yes,False,True,1447713e1cab97aa8843e4b50c49471c083b7f1d0ddb8c13abbaba6953ef1b2f,yes,yes,True,True,,195,clean_holdout_natural,det-counterfactual,cladder:20380
no,True,no,False,True,817fb3cc595116aa99f9f3e71d70e0d17f284b65e3599cd78e46ed481121308b,no,no,True,True,,196,clean_holdout_natural,correlation,cladder:8248
no,True,no,False,True,1f2a6e1b7880074d55a4f4047cc2d6b3c144fc1d3464311d6886427793ebf994,no,no,True,True,,197,clean_holdout_natural,marginal,cladder:8224
no,True,no,False,True,a65de20dfc1ee01424fc32f7f0038241dd22c068ca7429fff236ddd23dd9f3ec,no,no,True,True,,198,clean_holdout_natural,backadj,cladder:14661
no,True,no,False,True,1f0e158bb175b81e2b9b7ebf1d0315aa931f3faccd3672aff8fd7337e687c2c2,no,no,True,True,,199,clean_holdout_natural,nie,cladder:19339
yes,True,yes,False,True,7c3ce86388f209f120affbbecf611d92626ba7b68f75799c0e31d94e3d2e2dff,yes,yes,True,True,,200,clean_holdout_natural,ate,cladder:17234
yes,True,yes,False,True,77ada5e0eec7b49928e040ebef3d8f79a2b31c9fc2a002555409ddebfe8497c3,yes,yes,True,True,,201,clean_holdout_natural,marginal,cladder:9116
yes,True,yes,False,True,4bbce5f90b9cd94f1110abe18be248a311b7430f1d04081e05fdc80ac0e2bb9d,yes,yes,True,True,,202,clean_holdout_natural,nde,cladder:1385
no,True,no,False,True,5e1ac3e08f51d86d4b087b6d59ee46b3e847afab1d6b0ac83e32e1b33ece1141,no,no,True,True,,203,clean_holdout_natural,ett,cladder:21647
no,True,no,False,True,b3fe435f729dd763438e90bcd0968bc6c5e01c037c6139a00129db5f22a27114,no,no,True,True,,204,clean_holdout_natural,ate,cladder:1859
yes,False,yes,False,False,a8b6a03f8349f7b6b0533e273e88c2b47f50e41d1fd7ff3d0aa7d70613714222,no,yes,False,True,,205,clean_holdout_natural,ett,cladder:24048
yes,True,yes,False,True,dd245b121057ef442a7f4d119b24674fc6ccca6422f52ba2aaf41039202ef0bd,yes,yes,True,True,,206,clean_holdout_natural,marginal,cladder:24846
no,True,no,False,True,3e3a5f09f86c76613a985fc2ef71deb6df6a05e81a5cc4ce74e8661069fcbb76,no,no,True,True,,207,clean_holdout_natural,ett,cladder:29513
no,True,no,False,True,e27e258a9dc7749cb754a3dafaf8208dc7ce35bfeda5713f9eb63467373b91b2,no,no,True,True,,208,clean_holdout_natural,marginal,cladder:3110
no,True,no,False,True,504b56b221884322bd758e368dc1240d5fd7e49b7c682282a4ba215d82542e7b,no,yes,False,True,,209,clean_holdout_natural,det-counterfactual,cladder:20014
yes,False,yes,False,False,92b255cc05038c4de764125ca624daa1e9defb1340b49f14e1068333e2a7df3c,no,yes,False,True,,210,clean_holdout_natural,ett,cladder:27132
yes,True,yes,False,True,ae789a5542fd263c90b9b931ce92a30da764df10a1e4e9604c486d7466b517ff,yes,yes,True,True,,211,clean_holdout_natural,marginal,cladder:2798
yes,True,yes,False,True,f00fe74c4496ac45095e668b0a15e0d6203e0acf9accb9bed6e13fc3b685a675,yes,yes,True,True,,212,clean_holdout_natural,ett,cladder:23565
yes,False,yes,False,False,47aaf5cf2bd352951a855cb42deb3eed208cb393e39452bccc6d5cb64876c374,no,no,True,True,,213,clean_holdout_natural,collider_bias,cladder:22183
no,True,no,False,True,4df240cb937c7a5e9199dd169c3293040dad2a06bdc32acfd74814ab26080c52,no,no,True,True,,214,clean_holdout_natural,det-counterfactual,cladder:9965
no,False,no,False,False,63601dcfea371b75737a2b0e0002d84560de1e6d3b1f992e9cddd5f6cad7b4c1,yes,yes,True,True,,215,clean_holdout_natural,correlation,cladder:28973
yes,True,yes,False,True,6dc3083cd96d40b7b190df73d36765f652cff353be642ef50a81b190b4f71d21,yes,yes,True,True,,216,clean_holdout_natural,correlation,cladder:18794
no,True,no,False,True,c2f76dd2900f423fcc8505f4a68becddde5dcf22f3bba99f4f9767c249427824,no,no,True,True,,217,clean_holdout_natural,ett,cladder:16019
yes,True,yes,False,True,64adcd9d51f1b1032862534842175bacfad1e80b0febfd39cf87140c4ebb88a1,yes,yes,True,True,,218,clean_holdout_natural,marginal,cladder:26941
no,False,no,False,False,e99339ff319feb0cb0365bd53e210336cced5d5185dd657c207c349c9cde9ae3,yes,yes,True,True,,219,clean_holdout_natural,collider_bias,cladder:6688
no,True,no,False,True,3bb05b41c3afcff023b79da05dee71e65c2cd8456e9b093743f8a4a2ca524d9a,no,no,True,True,,220,clean_holdout_natural,det-counterfactual,cladder:9838
yes,True,yes,False,True,b4ad89d1c810d40331178c154e6e3dc3c1572a56c46c497981e9af208a9cc0d8,yes,yes,True,True,,221,clean_holdout_natural,ett,cladder:14742
no,True,no,False,True,48963822122af297c1baad1dbc2b59f9c443b1ccbe18c508647ecaaa072940f3,no,no,True,True,,222,clean_holdout_natural,backadj,cladder:13798
no,True,no,False,True,c41f2c7f54f4c6eec9dfa856b9091304dfba7a8799d0c018c15cb68ab931cd4c,no,no,True,True,,223,clean_holdout_natural,ate,cladder:13538
yes,True,yes,False,True,ad5967881e0c89ea52b0bf7a590f93fff2c7e09e131328f69a1c1dd5a9b8fc2d,yes,yes,True,True,,224,clean_holdout_natural,ett,cladder:26855
no,True,no,False,True,be763f84d4484e370287b436ed7ecc7a25cf31df16bb06bc702a6ccc7a908199,no,no,True,True,,225,clean_holdout_natural,ett,cladder:25546
yes,True,yes,False,True,795e58fdf51979471f498da7e9706ef655636897553892de933407f25fc7967d,yes,yes,True,True,,226,clean_holdout_natural,det-counterfactual,cladder:9648
yes,True,yes,False,True,8610cf0227e04e53d9f42e486039e0f4af6743a54ed9fc6f508d002d1571ba41,yes,yes,True,True,,227,clean_holdout_natural,det-counterfactual,cladder:30392
no,True,no,False,True,c7156e895a1bc1542b54d3b008f37466787c5a7d2be1ab14df713baf822cb51b,no,no,True,True,,228,clean_holdout_natural,ate,cladder:3561
no,True,no,False,True,da25e12bad2abf74e7a08471dd06f7dd611068e2c142a2740889f83824f7b0d0,no,no,True,True,,229,clean_holdout_natural,correlation,cladder:10711
no,True,no,False,True,d45c9f98559e2fd06af9fbeede3f09dfc65886d07e434a56216e92a4124ddded,no,no,True,True,,230,clean_holdout_natural,correlation,cladder:8597
no,True,no,False,True,f1471e60640c5710fc1864959660d3651cde14c53bb700903776394be7c72fa8,no,no,True,True,,231,clean_holdout_natural,correlation,cladder:21387
yes,True,yes,False,True,2e282669f9bfb8804ba0dde658215d98e9f8184e4d7104ee92e149e3f7497529,yes,yes,True,True,,232,clean_holdout_natural,ett,cladder:14641
yes,True,yes,False,True,79892d0e5c475d2660241603f9ae63a3b8db72077f05129ccb2bd3a46e331b7d,yes,yes,True,True,,233,clean_holdout_natural,det-counterfactual,cladder:9668
yes,True,yes,False,True,c975f91b50c7f596d84640510cbedf18f36f413221bd93ddfb4f98c73d195969,yes,yes,True,True,,234,clean_holdout_natural,nde,cladder:2237
no,True,no,False,True,67d38ec159a15ae17429719a05c75f070905ce4937e3d1de1d3ea554abb962d7,no,no,True,True,,235,clean_holdout_natural,ett,cladder:16216
yes,True,yes,False,True,2bde1153e0d4e61744838862bb2847aaea57f3eaf7b0fd5623d51397c7d06c77,yes,yes,True,True,,236,clean_holdout_natural,marginal,cladder:25815
yes,True,yes,False,True,5aff5e2fb61a2b122ea55353a88aa344292c3da7066fba7e93b0b632f0c222b4,yes,yes,True,True,,237,clean_holdout_natural,ett,cladder:24343
no,True,no,False,True,383dfb54faed342714e0dc300fa5fb056d35d2ef08a34fb0ca71f7d9f62e2ca0,no,no,True,True,,238,clean_holdout_natural,correlation,cladder:11991
yes,True,yes,False,True,380558f80762a92b645bd277c38d07e2d3f12c4f611457b1ff562d3a4a5b29a1,yes,yes,True,True,,239,clean_holdout_natural,correlation,cladder:8847
no,True,no,False,True,c1c739ab17aa980ee7bb70a9843296a262d114c93c891e604d49c99a19362b4f,no,no,True,True,,240,clean_holdout_natural,ett,cladder:14035
yes,True,yes,False,True,d5ced7c7976f4e7167dda50b634f4c92983b7c3f4e5a35597566cf33110ce5b7,yes,yes,True,True,,241,clean_holdout_natural,ate,cladder:25541
yes,True,yes,False,True,4209014f46ba92bf929485a45ff0e16c1483fde10919d81cfd1c443c71bc35a5,yes,yes,True,True,,242,clean_holdout_natural,nie,cladder:5991
yes,True,yes,False,True,c2aebf33cb7dc753191b15bcda697c3f47ca608971980dbb7ff677222ff5bd82,yes,yes,True,True,,243,clean_holdout_natural,marginal,cladder:3842
no,False,no,False,False,1515225492dfd20a4bcd592c74a388cfe0de51eefb1ade892e21930d7da3f833,yes,yes,True,True,,244,clean_holdout_natural,collider_bias,cladder:17854
yes,True,yes,False,True,ec93f591e29db0019b90eba3b4238355edb0a47d3ce42c6b52306033da165b3a,yes,yes,True,True,,245,clean_holdout_natural,nie,cladder:14659
yes,True,yes,False,True,b083ce1d273a235b7a5e28e343073a594d33366f12861984b61d812a54afa06c,yes,yes,True,True,,246,clean_holdout_natural,ett,cladder:10670
no,True,no,False,True,a279fe805080c54fb3dd75a6e4e8ad385b2018149185248730c10b5b8a10432a,no,no,True,True,,247,clean_holdout_natural,collider_bias,cladder:7444
yes,True,yes,False,True,bfe555c2eb41583ee0243814dda0452b464cfba757736d49f080d9836ebf31b3,yes,yes,True,True,,248,clean_holdout_natural,correlation,cladder:26880
yes,True,yes,False,True,97b5d6778b472b92a95cae86994cc238922310a06702cada1ecbe8aa3faac604,yes,yes,True,True,,249,clean_holdout_natural,ate,cladder:22010
yes,True,yes,False,True,9ca0f63e440aaf11fe2d680a0c46b07b4d5e77be4bad20902cb99a3c80c9dfef,yes,yes,True,True,,250,clean_holdout_natural,ate,cladder:11521
yes,True,yes,False,True,16ed41500f93b541ef3008d680cde6d005e96bb44c5d6413ff5ff50f30951ccf,yes,yes,True,True,,251,clean_holdout_natural,marginal,cladder:3638
no,True,no,False,True,daade2ff3b9ca2c6f95f8e412a1a7579ad1e111e84ac38cf9742301af17fd187,no,no,True,True,,252,clean_holdout_natural,ate,cladder:21788
no,True,no,False,True,c023b9cb7d509e6057ff7a0794c30500b3de088c3894bd3bc9b1a0f3d5ab6728,no,no,True,True,,253,clean_holdout_natural,ate,cladder:20863
no,False,no,False,False,0fa4ee98f0e07bffc074d44f1afcb608109578b31eff21266f581c972cc21e03,yes,no,False,True,,254,clean_holdout_natural,det-counterfactual,cladder:30149
yes,True,yes,False,True,624efd15cd53e9c3142fd512a1b656ca5fe7b344eb8917ff15a2f81bfe6f27e9,yes,yes,True,True,,255,clean_holdout_natural,correlation,cladder:8566
no,True,no,False,True,7336fb62e7e8ca42be8ab1cbd0ae4dd3b49e715227dceaa092e28c9d780a43f3,no,no,True,True,,256,clean_holdout_natural,nie,cladder:13348
yes,True,yes,False,True,6b222ffaa9239cb645d45fd073bcf37b0452cdadc176a7adb7b3753be723baf2,yes,yes,True,True,,257,clean_holdout_natural,marginal,cladder:26011
yes,True,yes,False,True,0cfd79d52fe5646e641d9ceb4f74600e7c68eb1d8eae69ce059fc21ddd5cbf67,yes,yes,True,True,,258,clean_holdout_natural,ate,cladder:4506
yes,True,yes,False,True,d55c2108601a9c72069c0506bc4e8c1d4c61ff562cfdbcc6c58f34c607bb33e4,yes,yes,True,True,,259,clean_holdout_natural,correlation,cladder:27659
no,True,no,False,True,a68c020c5dbac5b4ce37d9404d44872d7134945ac1f7745a0dd5f252adcea6fd,no,no,True,True,,260,clean_holdout_natural,ate,cladder:18299
no,True,no,False,True,61465ea7fbecbb6d8b6253f2aa1d54b48c557942f72cdda3e41542bb8068d763,no,no,True,True,,261,clean_holdout_natural,marginal,cladder:3837
yes,True,yes,False,True,ab0537b10d74036606f07ba94d6a5bafdc2a2f984beab0081a5e96dd18388e03,yes,yes,True,True,,262,clean_holdout_natural,ate,cladder:3166
yes,True,yes,False,True,c9f036b85a72d22248b465177e09331f96c6768ce3af51c1f8296b9fd8a76024,yes,yes,True,True,,263,clean_holdout_natural,correlation,cladder:21898
no,True,no,False,True,9262ec0e4550de00c401709f524ee71bee0c6a065b875acf0a856df314012acf,no,no,True,True,,264,clean_holdout_natural,det-counterfactual,cladder:10238
yes,True,yes,False,True,e1a5e4b6f32bb279f8b4b2d5e0243243cd71f49558457a61391a26042e96f794,yes,yes,True,True,,265,clean_holdout_natural,ate,cladder:14165
yes,True,yes,False,True,d6b7b7df2dea0c7362723ef23423560bb67d2b3b5d3fd2b904b420481a445583,yes,yes,True,True,,266,clean_holdout_natural,marginal,cladder:6670
no,True,no,False,True,930fee7a6237a446dcebf8d1b9cbf12ff4353dc8d1b16af987f647c90b3506c8,no,no,True,True,,267,clean_holdout_natural,correlation,cladder:28651
no,True,no,False,True,441a382abe97bb81b3f5fe3f0bcdc349ef5cd33ce72cf819c51f5a77ef6adeb8,no,no,True,True,,268,clean_holdout_natural,ett,cladder:4516
no,True,no,False,True,32c26b088fb658257c473269c2c74353cec88b25b5651ebc7ceb87ecb04c7970,no,no,True,True,,269,clean_holdout_natural,correlation,cladder:502
yes,True,yes,False,True,c08f2454ba0c90b87fb8e5a58d29e17e19a81a71778c0b5db5b6b7cbd8afe01e,yes,yes,True,True,,270,clean_holdout_natural,marginal,cladder:16929
no,True,no,False,True,0dafb6fc03f1ae2b24e187807c3f93111e9f554929ad50e0b300808da75f5fe2,no,no,True,True,,271,clean_holdout_natural,marginal,cladder:22972
no,True,no,False,True,c0a90a621caadd303d0064a45898a3d95139b37978cf66eeae8c2e14abcb7a23,no,no,True,True,,272,clean_holdout_natural,det-counterfactual,cladder:29666
no,True,no,False,True,4e3871d4f5e35f53ac4418a510a4f9755229264a234b54b4cc244af1f3f84410,no,no,True,True,,273,clean_holdout_natural,marginal,cladder:28739
yes,True,yes,False,True,3d6c94796962d2d5f536742813cede3302699c587757c1f8dd212dadbc660967,yes,yes,True,True,,274,clean_holdout_natural,marginal,cladder:29518
yes,True,yes,False,True,94d00257b3885c31eb3f5a6bdacb26c6e7c9e874f5b692c36c9c881a3ca47abc,yes,yes,True,True,,275,clean_holdout_natural,marginal,cladder:11990
no,True,no,False,True,60a3c8847803b0b4748722d822233ae2c7cf89f23392e4708b44025b018a3147,no,no,True,True,,276,clean_holdout_natural,marginal,cladder:24787
no,True,no,False,True,b1489832128d2e6d67c95ba8240e4ef25a53f1740167b8d19c4497bf34632bfe,no,no,True,True,,277,clean_holdout_natural,correlation,cladder:3834
no,True,no,False,True,e2ebcde45845920e06fa8eabaf429799be6cd036ee914ab6ec8a20819d8a66af,no,no,True,True,,278,clean_holdout_natural,nde,cladder:18188
no,True,no,False,True,b2a90e1fc8924f68cb49a8754eb71261c0f175e876279509198ceb4fb3d6276f,no,no,True,True,,279,clean_holdout_natural,ate,cladder:23112
no,True,no,False,True,1c4a4e4838fbf459e0c14c50ad9701d4cf11f9752dcf90e25fc30f03acf3b97d,no,no,True,True,,280,clean_holdout_natural,marginal,cladder:15533
yes,True,yes,False,True,3673ad430905a2b901282cb40f5c0f69c875d2c2bac63d5cb44c6ac319c06c1c,yes,yes,True,True,,281,clean_holdout_natural,marginal,cladder:11385
no,True,no,False,True,d3b47cce3d1e43ef10243ded11d3515106a9117bd77cc9a56253505a3695a13b,no,no,True,True,,282,clean_holdout_natural,nie,cladder:29000
yes,True,yes,False,True,f569c152cafba0e7fb4d80404129a58d97e39e30f19f47610e847d152dbf2381,yes,yes,True,True,,283,clean_holdout_natural,nie,cladder:23470
yes,True,yes,False,True,6c97fe39f17536cd9bcb6ea9ca22536e4434ccf855a507809e0f4945d8361e9f,yes,no,False,True,,284,clean_holdout_natural,ate,cladder:14570
no,True,no,False,True,91905b16bc0a6e0f0486d689447180feef58f11ba22f81d2fee9b171427ae590,no,no,True,True,,285,clean_holdout_natural,ett,cladder:24903
no,True,no,False,True,d309882fffc82a2474f6fab50e1179ec1905947f4b8486ac41285864abfd34b0,no,no,True,True,,286,clean_holdout_natural,ate,cladder:13925
no,True,no,False,True,e87ca5c096a71cbcf9696808e316fdf3efae36d6c2111926264817d65ba3b9d5,no,no,True,True,,287,clean_holdout_natural,ate,cladder:27018
yes,True,yes,False,True,3deb4d2b43fb150b757452d332a61f3f2197bbc58e05be37896c3d555abe6ca1,yes,yes,True,True,,288,clean_holdout_natural,marginal,cladder:24179
no,True,no,False,True,43b7bba57a1767c3a1c8a5fb0180c645471fb782ec448f11420da99986c8a832,no,no,True,True,,289,clean_holdout_natural,correlation,cladder:25794
yes,True,yes,False,True,460a4f934fbf41ab97ce809924793f7bbf590d14d16d7879480277864c9f56b0,yes,yes,True,True,,290,clean_holdout_natural,ett,cladder:23353
no,True,no,False,True,a737006f18525746570558d845b1e9bdde96d025fd4904b737bb98000927352a,no,no,True,True,,291,clean_holdout_natural,correlation,cladder:348
no,True,no,False,True,c2d9d5aeede9c5fed2212dfbaad9791946b4a484f3a3dd49fcaa5acdae188908,no,no,True,True,,292,clean_holdout_natural,det-counterfactual,cladder:20654
no,True,no,False,True,8ff0d289469567e4719ca65695705929d0c5099819fd505f7161d61c9419c29f,no,no,True,True,,293,clean_holdout_natural,det-counterfactual,cladder:9693
yes,True,yes,False,True,2f08b03615202e07b06ddef5c76adeea0330805359134e97bb263e148d514358,yes,yes,True,True,,294,clean_holdout_natural,det-counterfactual,cladder:10364
no,True,no,False,True,277dea2a1a2008b3675fec242530ed41f283b348f0d19b90ca2c003dff4339f4,no,no,True,True,,295,clean_holdout_natural,nie,cladder:26819
no,True,no,False,True,b950850a88efc8ef8618cf92c2cdcce12b082cfe295e0e36f6c71c07367a1582,no,no,True,True,,296,clean_holdout_natural,marginal,cladder:10794
no,True,no,False,True,77acac1aec3540062233f6ac021b3c18149906696ec68a72f142bfc27c91b050,no,no,True,True,,297,clean_holdout_natural,correlation,cladder:11195
yes,True,yes,False,True,093f4ae490c35b97dbab53f8e25d441743c438e7f897f0ab8ee432f6b284d63d,yes,yes,True,True,,298,clean_holdout_natural,ett,cladder:1448
yes,True,yes,False,True,6eac02a5c64cfc919ac74fe5217f4ad6ca8ba640908beaffebb3684c46625bc4,yes,yes,True,True,,299,clean_holdout_natural,correlation,cladder:10657
no,True,no,False,True,a9342f0a001a5b15337648a48720dfd41fd9cbdd2e6c107c6ac075d90df4044b,no,no,True,True,,300,clean_holdout_natural,correlation,cladder:1673
yes,True,yes,False,True,0cb96225aa0d2a75dae10eda8aa8755ef0dd21b49fc073b5a4695847d2ba1401,yes,yes,True,True,,301,clean_holdout_natural,nde,cladder:21503
yes,True,yes,False,True,f2aadcbfc5a9c97515869b8c993cd933db1520ae050c0da7ca482616784ca7f3,yes,yes,True,True,,302,clean_holdout_natural,correlation,cladder:8257
yes,True,yes,False,True,02e240f01c209b507c100344e792da17e7503a23bfc7f5b235e5f6d5093d3e13,yes,yes,True,True,,303,clean_holdout_natural,marginal,cladder:27416
yes,True,yes,False,True,44c0b924161c07e4785c5ad261ff0d3d1a0ab2c679b4a4f38f45fea818b2abda,yes,yes,True,True,,304,clean_holdout_natural,marginal,cladder:19527
no,True,no,False,True,cca1d176ab9db47d3962f1c59d991f64ecff46aa58e6145e462316e29f1e7bf9,no,no,True,True,,305,clean_holdout_natural,marginal,cladder:23192
no,True,no,False,True,1f421f99cf8fb055b03c4f44ddd5c15ca245224c1c398c65959ff699bf7c28e0,no,no,True,True,,306,clean_holdout_natural,marginal,cladder:26692
yes,True,yes,False,True,c209fc8b65c5a3d38a0c2948b9e35ddd44c97fcc79d94d96153893a485d9a804,yes,yes,True,True,,307,clean_holdout_natural,correlation,cladder:10421
no,True,no,False,True,aefb898541d9b0305db862236e5fdb64d8670507da1c0b11f65bf3036f9f3ca4,no,no,True,True,,308,clean_holdout_natural,exp_away,cladder:6323
yes,True,yes,False,True,72e23dbc94eb9867ec0c9843248b9e88cbbfa0c58b3fd070b5ed0a9fbe5fbd34,yes,yes,True,True,,309,clean_holdout_natural,ett,cladder:17731
no,True,no,False,True,4c2a8fa66ac2629d022127a3da2c7470e59acac1508d0ac3d3989502df740618,no,no,True,True,,310,clean_holdout_natural,marginal,cladder:9401
no,True,no,False,True,87a5e21e6b8f4736d402ea772d2032033866613d4eb346ea4b1c3846f261a6f9,no,no,True,True,,311,clean_holdout_natural,marginal,cladder:12354
no,True,no,False,True,f0a458b7439fe6ba7237b09eef8143a245f59b3ccbdb835100a367d694f4b711,no,no,True,True,,312,clean_holdout_natural,ett,cladder:23017
no,True,no,False,True,29ccd8d34fcfea76eb70d6e9fece403f9573623d147df036c80985433a10972f,no,no,True,True,,313,clean_holdout_natural,marginal,cladder:21643
yes,True,yes,False,True,38484045aad6cccf1d063b1bc55322b27795892310b0598554648a445dd8fc5d,yes,yes,True,True,,314,clean_holdout_natural,det-counterfactual,cladder:9856
yes,True,yes,False,True,f23af77a16e1e28d4dfc6269dea31f3dcf6877f4321930960aa558043f9bd03b,yes,yes,True,True,,315,clean_holdout_natural,nie,cladder:9016
yes,True,yes,False,True,4b9fc07514167bc03c34242ccc5fecfe6fb1dad6368e8a8b548db35df9c63f2c,yes,yes,True,True,,316,clean_holdout_natural,marginal,cladder:29253
