question_id,query_type,graph_id,model_id,asset_status,gold_answer,recomputed_label,rounded_public_label,SCM_label,given_estimand_numeric_matches_source,SCM_numeric_matches_source,given_estimand_minus_source,SCM_minus_source,candidate_numeric_equalities_extracted,candidate_local_arithmetic_flags,source_step5_status,source_step5,source_oracle,recomputed_given_estimand,recomputed_SCM,full_semantic_status,segment_count,segment_all_text_and_bounds_exact,segments_concat_equals_parent,last_segment_reaches_parent_end,independent_parent_tokens,parent_stored_tokens,parent_final_answer_matches_gold,full_natural_language_semantics,accepted_output,candidate_tokens,strictly_shorter,pool_full_cot_equals_original_parent,pool_parent_token_count_matches,pool_candidate_token_count_matches,selected_request_key,candidate_last_explicit_json_answer,candidate_last_explicit_answer_matches_gold,reasoning_json_extraction_is_not_final_scoring,selected_lineage_status,prefix_plus_suffix_equals_chain,raw_complete_chain_equals_accepted_cot,raw_state,effective_state,recovery_source,branch,step_index,prefix_expected_from_parent_matches,prefix_answer_exposed_marker,raw_final_content_exact_lowercase_json,raw_final_content_strict_json,raw_final_content_answer,raw_final_answer_matches_gold
30359,det-counterfactual,frontdoor,3679,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = 0 = 0 or 0,1,1,,UNKNOWN,90,True,True,True,2450,2458,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1525,True,True,True,True,q30359-s001-delete-r2,yes,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,posting,g1_succeeded,E:\wt\cause-qwen-pns-adaptive-20260826\artifacts\experiments\qwen_pns_phase56_20260826_v2\qwen_request_recovery_128_g1.sqlite3,delete,1,True,False,True,True,yes,True
30363,det-counterfactual,frontdoor,3680,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = 0 = 0 or 0,1,1,,UNKNOWN,89,True,True,True,3175,3183,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1589,True,True,True,True,q30363-s001-delete-r3,yes,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,delete,1,True,False,True,True,yes,True
30459,det-counterfactual,chain,3702,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = [0] = 0,1,1,,UNKNOWN,55,True,True,True,1759,1767,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1013,True,True,True,True,q30459-s010-delete-r3,yes,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,delete,10,True,False,True,True,yes,True
30491,det-counterfactual,mediation,3712,accepted,no,no,no,no,True,True,0,0,0,0,PASS,Y = 1 = 1 or 0,0,0,,UNKNOWN,45,True,True,True,1767,1775,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1226,True,True,True,True,q30491-s001-keep-r3,no,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,keep,1,True,False,True,True,no,True
30505,det-counterfactual,frontdoor,3715,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = 1 = 1 and 1,1,1,,UNKNOWN,85,True,True,True,3229,3238,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1770,True,True,True,True,q30505-s001-delete-r3,no,False,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,delete,1,True,False,True,True,yes,True
30650,det-counterfactual,frontdoor,3752,accepted,no,no,no,no,True,True,0,0,0,0,PASS,Y = 1 = 1 or 0,0,0,,UNKNOWN,61,True,True,True,2109,2117,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1658,True,True,True,True,q30650-s001-delete-r2,no,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,delete,1,True,False,True,True,no,True
30701,det-counterfactual,diamond,3765,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = [0] = 0 or 0,1,1,,UNKNOWN,29,True,True,True,1379,1387,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,912,True,True,True,True,q30701-s001-delete-r1,yes,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,delete,1,True,False,True,True,yes,True
30749,det-counterfactual,chain,3775,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = [0] = not 1,1,1,,UNKNOWN,44,True,True,True,2058,2066,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1306,True,True,True,True,q30749-s004-keep-r1,yes,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,keep,4,True,False,True,True,yes,True
30846,det-counterfactual,diamond,3801,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = [1] = 1 or 0,1,1,,UNKNOWN,74,True,True,True,2311,2319,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1414,True,True,True,True,q30846-s002-delete-r4,yes,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,delete,2,True,False,True,True,yes,True
30894,det-counterfactual,chain,3811,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = [1] = not 0,1,1,,UNKNOWN,56,True,True,True,1757,1765,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1003,True,True,True,True,q30894-s007-delete-r4,yes,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,delete,7,True,False,True,True,yes,True
30995,det-counterfactual,diamondcut,3839,accepted,yes,yes,yes,yes,True,True,0,0,0,0,PASS,Y = 0 = 0 or 0,1,1,,UNKNOWN,73,True,True,True,2453,2461,True,UNKNOWN_NOT_COVERED_BY_DETERMINISTIC_COMPONENT_AUDIT,PRESENT,1324,True,True,True,True,q30995-s010-keep-r1,yes,True,"Diagnostic only: reasoning may quote both allowed JSON alternatives. Score the separate raw final_content, not the last quoted template.",CHECKED,True,True,completed,completed,,keep,10,True,False,True,True,yes,True
