question_id,group_id,query_type,arm,gold_answer,predicted_answer,correct,format_valid,api_ok,status,truncated,prompt_tokens,completion_tokens,total_tokens,latency_seconds
1100099,fresh:seed:2026192006,ett,ZERO,yes,no,0,1,1,completed,0,270.0,3390.0,3660.0,210.83090846426785
1100001,fresh:seed:2026092001,ate,ZERO,no,no,1,1,1,completed,0,267.0,2357.0,2624.0,146.27485279738903
1100090,fresh:seed:2026092096,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,945.0,1212.0,58.54219244606793
1100210,fresh:seed:2026392014,nie,ZERO,no,no,1,1,1,completed,0,262.0,1888.0,2150.0,117.41419879347086
1100236,fresh:seed:2026392040,nie,ZERO,no,no,1,1,1,completed,0,236.0,2821.0,3057.0,174.33270937390625
1100017,fresh:seed:2026092017,ate,ZERO,no,no,1,1,1,completed,0,267.0,2582.0,2849.0,160.53843347355723
1100037,fresh:seed:2026092038,ate,ZERO,yes,no,0,1,1,completed,0,267.0,2824.0,3091.0,175.72428833320737
1100132,fresh:seed:2026192040,ett,ZERO,no,yes,0,1,1,completed,0,270.0,5872.0,6142.0,356.1338164322078
1100234,fresh:seed:2026392038,nie,ZERO,yes,yes,1,1,1,completed,0,262.0,2785.0,3047.0,171.7065459880978
1100061,fresh:seed:2026092063,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,2840.0,3107.0,176.73349081724882
1100033,fresh:seed:2026092034,ate,ZERO,no,no,1,1,1,completed,0,266.0,4918.0,5184.0,304.56999431177974
1100045,fresh:seed:2026092046,ate,ZERO,no,yes,0,1,1,completed,0,266.0,4138.0,4404.0,257.0517125930637
1100038,fresh:seed:2026092039,ate,ZERO,yes,yes,1,1,1,completed,0,266.0,4719.0,4985.0,286.17043924704194
1100121,fresh:seed:2026192029,ett,ZERO,no,no,1,1,1,completed,0,270.0,6937.0,7207.0,421.1933882050216
1100129,fresh:seed:2026192037,ett,ZERO,yes,no,0,1,1,completed,0,270.0,4212.0,4482.0,258.49967380799353
1100006,fresh:seed:2026092006,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,4115.0,4382.0,249.15427176095545
1100229,fresh:seed:2026392033,nie,ZERO,yes,yes,1,1,1,completed,0,265.0,3562.0,3827.0,219.64164658263326
1100159,fresh:seed:2026192069,ett,ZERO,no,no,1,1,1,completed,0,269.0,3544.0,3813.0,217.65146708860993
1100160,fresh:seed:2026192070,ett,ZERO,no,no,1,1,1,completed,0,270.0,4593.0,4863.0,276.47381702437997
1100131,fresh:seed:2026192039,ett,ZERO,no,no,1,1,1,completed,0,270.0,7971.0,8241.0,468.8066321518272
1100168,fresh:seed:2026192078,ett,ZERO,no,no,1,1,1,completed,0,269.0,5732.0,6001.0,338.94196799583733
1100047,fresh:seed:2026092048,ate,ZERO,no,no,1,1,1,completed,0,266.0,3001.0,3267.0,183.9774749595672
1100197,fresh:seed:2026392001,nie,ZERO,no,no,1,1,1,completed,0,256.0,2736.0,2992.0,164.91227259673178
1100055,fresh:seed:2026092057,ate,FULL_COT,yes,yes,1,1,1,completed,0,6880.0,1158.0,8038.0,74.66594160720706
1100069,fresh:seed:2026092072,ate,FULL_COT,no,yes,0,1,1,completed,0,6909.0,1516.0,8425.0,97.88592194579542
1100172,fresh:seed:2026192082,ett,FULL_COT,no,yes,0,1,1,completed,0,7593.0,1667.0,9260.0,105.28370905295014
1100018,fresh:seed:2026092018,ate,FULL_COT,yes,yes,1,1,1,completed,0,8180.0,1680.0,9860.0,106.23279292695224
1100244,fresh:seed:2026392048,nie,FULL_COT,no,yes,0,1,1,completed,0,5281.0,2325.0,7606.0,146.2614405155182
1100185,fresh:seed:2026292009,nde,FULL_COT,no,no,1,1,1,completed,0,8649.0,1554.0,10203.0,100.003691771999
1100036,fresh:seed:2026092037,ate,FULL_COT,yes,yes,1,1,1,completed,0,6907.0,2040.0,8947.0,128.93051343411207
1100134,fresh:seed:2026192042,ett,FULL_COT,no,no,1,1,1,completed,0,7593.0,1553.0,9146.0,98.05760185234249
1100203,fresh:seed:2026392007,nie,FULL_COT,yes,yes,1,1,1,completed,0,4863.0,1180.0,6043.0,76.46118191443384
1100060,fresh:seed:2026092062,ate,FULL_COT,yes,yes,1,1,1,completed,0,8151.0,1431.0,9582.0,90.59112015366554
1100242,fresh:seed:2026392046,nie,FULL_COT,no,no,1,1,1,completed,0,5276.0,1769.0,7045.0,109.52920543029904
1100220,fresh:seed:2026392024,nie,FULL_COT,no,yes,0,1,1,completed,0,6723.0,2304.0,9027.0,142.71500657126307
1100072,fresh:seed:2026092075,ate,FULL_COT,no,no,1,1,1,completed,0,8179.0,1927.0,10106.0,118.91567019559443
1100224,fresh:seed:2026392028,nie,FULL_COT,no,no,1,1,1,completed,0,6205.0,1150.0,7355.0,70.51129909604788
1100215,fresh:seed:2026392019,nie,FULL_COT,yes,yes,1,1,1,completed,0,6163.0,1229.0,7392.0,79.69073003903031
1100011,fresh:seed:2026092011,ate,FULL_COT,yes,yes,1,1,1,completed,0,6909.0,1241.0,8150.0,80.48518989421427
1100142,fresh:seed:2026192051,ett,FULL_COT,no,no,1,1,1,completed,0,7591.0,933.0,8524.0,57.559498339891434
1100170,fresh:seed:2026192080,ett,FULL_COT,yes,yes,1,1,1,completed,0,9046.0,1236.0,10282.0,76.95304210670292
1100130,fresh:seed:2026192038,ett,FULL_COT,yes,no,0,1,1,completed,0,9047.0,1440.0,10487.0,89.63889865390956
1100043,fresh:seed:2026092044,ate,FULL_COT,no,no,1,1,1,completed,0,8180.0,1868.0,10048.0,115.96770009957254
1100026,fresh:seed:2026092027,ate,FULL_COT,yes,yes,1,1,1,completed,0,8038.0,1799.0,9837.0,112.19398652389646
1100133,fresh:seed:2026192041,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,1918.0,10965.0,119.01448878832161
1100127,fresh:seed:2026192035,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1191.0,10238.0,73.60000206902623
1100101,fresh:seed:2026192008,ett,FULL_COT,yes,yes,1,1,1,completed,0,8013.0,962.0,8975.0,59.37556251883507
1100175,fresh:seed:2026192086,ett,FULL_COT,yes,no,0,1,1,completed,0,8013.0,2751.0,10764.0,170.63803793117404
1100163,fresh:seed:2026192073,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1730.0,10777.0,107.31932087242603
1100143,fresh:seed:2026192052,ett,FULL_COT,no,no,1,1,1,completed,0,9046.0,2661.0,11707.0,166.60515796020627
1100076,fresh:seed:2026092079,ate,FULL_COT,no,no,1,1,1,completed,0,9283.0,2553.0,11836.0,158.91391140781343
1100084,fresh:seed:2026092089,ate,FULL_COT,no,no,1,1,1,completed,0,8151.0,2788.0,10939.0,172.9520289823413
1100222,fresh:seed:2026392026,nie,FULL_COT,no,no,1,1,1,completed,0,5139.0,654.0,5793.0,40.58076815120876
1100022,fresh:seed:2026092022,ate,FULL_COT,no,no,1,1,1,completed,0,7670.0,2488.0,10158.0,154.51946227625012
1100113,fresh:seed:2026192020,ett,FULL_COT,no,no,1,1,1,completed,0,8011.0,1614.0,9625.0,100.98306708596647
1100065,fresh:seed:2026092068,ate,FULL_COT,yes,yes,1,1,1,completed,0,9281.0,2158.0,11439.0,135.39200503192842
1100015,fresh:seed:2026092015,ate,FULL_COT,no,no,1,1,1,completed,0,8180.0,2674.0,10854.0,167.6845393292606
1100199,fresh:seed:2026392003,nie,FULL_COT,no,no,1,1,1,completed,0,5403.0,2176.0,7579.0,137.30521778203547
1100146,fresh:seed:2026192055,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1299.0,10346.0,80.89403390698135
1100195,fresh:seed:2026292019,nde,FULL_COT,no,no,1,1,1,completed,0,8642.0,1752.0,10394.0,110.70167096331716
1100119,fresh:seed:2026192027,ett,FULL_COT,yes,yes,1,1,1,completed,0,7593.0,1269.0,8862.0,79.69745140336454
1100118,fresh:seed:2026192026,ett,FULL_COT,no,no,1,1,1,completed,0,8013.0,1753.0,9766.0,109.24377780780196
1100194,fresh:seed:2026292018,nde,FULL_COT,yes,yes,1,1,1,completed,0,8660.0,1266.0,9926.0,79.30782580934465
1100083,fresh:seed:2026092088,ate,FULL_COT,no,no,1,1,1,completed,0,8009.0,2580.0,10589.0,161.90560397319496
1100149,fresh:seed:2026192058,ett,FULL_COT,yes,yes,1,1,1,completed,0,8013.0,638.0,8651.0,39.82920116186142
1100110,fresh:seed:2026192017,ett,FULL_COT,no,no,1,1,1,completed,0,8012.0,1787.0,9799.0,111.03373922780156
1100014,fresh:seed:2026092014,ate,FULL_COT,yes,yes,1,1,1,completed,0,8007.0,1994.0,10001.0,123.78704999946058
1100016,fresh:seed:2026092016,ate,FULL_COT,no,no,1,1,1,completed,0,6880.0,1569.0,8449.0,97.24650300294161
1100008,fresh:seed:2026092008,ate,FULL_COT,no,no,1,1,1,completed,0,8038.0,2386.0,10424.0,147.72136966884136
1100141,fresh:seed:2026192050,ett,FULL_COT,yes,yes,1,1,1,completed,0,7593.0,1424.0,9017.0,89.32028515078127
1100204,fresh:seed:2026392008,nie,FULL_COT,yes,yes,1,1,1,completed,0,6035.0,1294.0,7329.0,79.9217131473124
1100070,fresh:seed:2026092073,ate,FULL_COT,yes,yes,1,1,1,completed,0,8519.0,2331.0,10850.0,144.94124327227473
1100059,fresh:seed:2026092061,ate,FULL_COT,no,no,1,1,1,completed,0,7529.0,3226.0,10755.0,202.44282629713416
1100218,fresh:seed:2026392022,nie,FULL_COT,yes,no,0,1,1,completed,0,4571.0,4216.0,8787.0,261.57870937511325
1100106,fresh:seed:2026192013,ett,FULL_COT,yes,yes,1,1,1,completed,0,9046.0,1745.0,10791.0,108.8778848350048
1100120,fresh:seed:2026192028,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1343.0,10390.0,84.19318967498839
1100030,fresh:seed:2026092031,ate,FULL_COT,yes,yes,1,1,1,completed,0,9283.0,2063.0,11346.0,128.2156086768955
1100107,fresh:seed:2026192014,ett,FULL_COT,no,no,1,1,1,completed,0,7593.0,2151.0,9744.0,135.04803657345474
1100078,fresh:seed:2026092081,ate,FULL_COT,yes,yes,1,1,1,completed,0,8492.0,2170.0,10662.0,134.72963696345687
1100052,fresh:seed:2026092054,ate,FULL_COT,no,no,1,1,1,completed,0,8008.0,2612.0,10620.0,162.02250353991985
1100114,fresh:seed:2026192021,ett,FULL_COT,no,yes,0,1,1,completed,0,7593.0,1088.0,8681.0,67.19216618128121
1100181,fresh:seed:2026292005,nde,FULL_COT,yes,yes,1,1,1,completed,0,8674.0,1744.0,10418.0,109.8635661508888
1100137,fresh:seed:2026192046,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1070.0,10117.0,67.67967749014497
1100138,fresh:seed:2026192047,ett,FULL_COT,no,no,1,1,1,completed,0,7593.0,1220.0,8813.0,76.13457187637687
1100003,fresh:seed:2026092003,ate,FULL_COT,yes,yes,1,1,1,completed,0,8012.0,2047.0,10059.0,128.49334712140262
1100023,fresh:seed:2026092023,ate,FULL_COT,yes,yes,1,1,1,completed,0,8038.0,2494.0,10532.0,156.2399145141244
1100207,fresh:seed:2026392011,nie,FULL_COT,no,no,1,1,1,completed,0,6195.0,3369.0,9564.0,211.09610989503562
1100021,fresh:seed:2026092021,ate,FULL_COT,no,no,1,1,1,completed,0,8521.0,1744.0,10265.0,109.22662625834346
1100041,fresh:seed:2026092042,ate,FULL_COT,yes,no,0,1,1,completed,0,7389.0,1906.0,9295.0,119.29206432402134
1100213,fresh:seed:2026392017,nie,FULL_COT,yes,yes,1,1,1,completed,0,5698.0,1468.0,7166.0,92.11157216317952
1100058,fresh:seed:2026092060,ate,FULL_COT,no,no,1,1,1,completed,0,6880.0,924.0,7804.0,57.836712999269366
1100105,fresh:seed:2026192012,ett,FULL_COT,no,yes,0,1,1,completed,0,8013.0,1812.0,9825.0,113.97105716355145
1100183,fresh:seed:2026292007,nde,FULL_COT,no,no,1,1,1,completed,0,8641.0,1615.0,10256.0,101.81115467101336
1100111,fresh:seed:2026192018,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,2541.0,11588.0,161.82062528841197
1100102,fresh:seed:2026192009,ett,FULL_COT,no,no,1,1,1,completed,0,8013.0,1416.0,9429.0,87.95458549447358
1100068,fresh:seed:2026092071,ate,FULL_COT,no,no,1,1,1,completed,0,8008.0,5153.0,13161.0,318.76018436066806
1100192,fresh:seed:2026292016,nde,FULL_COT,yes,yes,1,1,1,completed,0,8621.0,1835.0,10456.0,114.38216089829803
1100077,fresh:seed:2026092080,ate,FULL_COT,no,no,1,1,1,completed,0,6909.0,1368.0,8277.0,87.51111881621182
1100126,fresh:seed:2026192034,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,2118.0,11165.0,131.49703184701502
1100238,fresh:seed:2026392042,nie,FULL_COT,no,no,1,1,1,completed,0,5741.0,684.0,6425.0,42.28042388148606
1100201,fresh:seed:2026392005,nie,FULL_COT,yes,no,0,1,1,completed,0,6541.0,3775.0,10316.0,239.02557331696153
1100097,fresh:seed:2026192003,ett,FULL_COT,no,no,1,1,1,completed,0,9046.0,1571.0,10617.0,100.28087243251503
1100232,fresh:seed:2026392036,nie,FULL_COT,no,no,1,1,1,completed,0,5607.0,2249.0,7856.0,139.37601396255195
1100009,fresh:seed:2026092009,ate,FULL_COT,yes,yes,1,1,1,completed,0,7671.0,2240.0,9911.0,142.5764138121158
1100148,fresh:seed:2026192057,ett,FULL_COT,yes,yes,1,1,1,completed,0,8013.0,1658.0,9671.0,102.76661819964647
1100227,fresh:seed:2026392031,nie,FULL_COT,no,yes,0,1,1,completed,0,5685.0,2534.0,8219.0,159.95462626591325
1100184,fresh:seed:2026292008,nde,FULL_COT,no,no,1,1,1,completed,0,8645.0,1154.0,9799.0,71.47698132134974
1100005,fresh:seed:2026092005,ate,FULL_COT,yes,no,0,1,1,completed,0,6880.0,1411.0,8291.0,89.19065275229514
1100007,fresh:seed:2026092007,ate,FULL_COT,yes,yes,1,1,1,completed,0,6880.0,1189.0,8069.0,75.2989339325577
1100075,fresh:seed:2026092078,ate,FULL_COT,no,no,1,1,1,completed,0,8180.0,1993.0,10173.0,125.90122007764876
1100196,fresh:seed:2026392000,nie,FULL_COT,no,no,1,1,1,completed,0,5703.0,1662.0,7365.0,102.41081478260458
1100240,fresh:seed:2026392044,nie,FULL_COT,no,no,1,1,1,completed,0,5575.0,2327.0,7902.0,143.75469837151468
1100136,fresh:seed:2026192044,ett,FULL_COT,yes,yes,1,1,1,completed,0,8013.0,1586.0,9599.0,97.83774620853364
1100173,fresh:seed:2026192083,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1293.0,10340.0,81.73276570625603
1100202,fresh:seed:2026392006,nie,FULL_COT,yes,yes,1,1,1,completed,0,5951.0,1151.0,7102.0,71.21817990764976
1100147,fresh:seed:2026192056,ett,FULL_COT,yes,yes,1,1,1,completed,0,7593.0,1351.0,8944.0,85.64733773097396
1100042,fresh:seed:2026092043,ate,FULL_COT,yes,yes,1,1,1,completed,0,6909.0,1508.0,8417.0,93.0128349903971
1100139,fresh:seed:2026192048,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,2044.0,11091.0,128.7722236700356
1100164,fresh:seed:2026192074,ett,FULL_COT,no,yes,0,1,1,completed,0,7593.0,962.0,8555.0,59.54960574954748
1100013,fresh:seed:2026092013,ate,FULL_COT,yes,yes,1,1,1,completed,0,8037.0,2254.0,10291.0,141.55354773253202
1100211,fresh:seed:2026392015,nie,FULL_COT,yes,yes,1,1,1,completed,0,5731.0,1325.0,7056.0,83.22833201661706
1100226,fresh:seed:2026392030,nie,FULL_COT,yes,yes,1,1,1,completed,0,6528.0,1121.0,7649.0,69.38709328323603
1100158,fresh:seed:2026192068,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,1811.0,10858.0,112.34866699203849
1100100,fresh:seed:2026192007,ett,FULL_COT,no,no,1,1,1,completed,0,7593.0,2090.0,9683.0,129.50513272173703
1100067,fresh:seed:2026092070,ate,FULL_COT,yes,yes,1,1,1,completed,0,8149.0,1926.0,10075.0,120.63504995405674
1100025,fresh:seed:2026092025,ate,FULL_COT,no,no,1,1,1,completed,0,7671.0,1586.0,9257.0,99.56047583185136
1100216,fresh:seed:2026392020,nie,FULL_COT,no,no,1,1,1,completed,0,4867.0,1144.0,6011.0,70.77615277841687
1100230,fresh:seed:2026392034,nie,FULL_COT,no,no,1,1,1,completed,0,4843.0,2517.0,7360.0,156.06994081288576
1100156,fresh:seed:2026192066,ett,FULL_COT,yes,yes,1,1,1,completed,0,8013.0,1370.0,9383.0,84.97354977764189
1100027,fresh:seed:2026092028,ate,FULL_COT,no,no,1,1,1,completed,0,6880.0,742.0,7622.0,46.47443575784564
1100081,fresh:seed:2026092084,ate,FULL_COT,yes,yes,1,1,1,completed,0,8151.0,2280.0,10431.0,143.24420948512852
1100162,fresh:seed:2026192072,ett,FULL_COT,yes,yes,1,1,1,completed,0,8013.0,1258.0,9271.0,78.44310969300568
1100064,fresh:seed:2026092066,ate,FULL_COT,no,no,1,1,1,completed,0,7671.0,2464.0,10135.0,152.5018168091774
1100214,fresh:seed:2026392018,nie,FULL_COT,no,no,1,1,1,completed,0,5605.0,1826.0,7431.0,112.86178192682564
1100193,fresh:seed:2026292017,nde,FULL_COT,yes,yes,1,1,1,completed,0,8674.0,1455.0,10129.0,91.79830314032733
1100182,fresh:seed:2026292006,nde,FULL_COT,no,no,1,1,1,completed,0,8660.0,756.0,9416.0,46.89183626137674
1100104,fresh:seed:2026192011,ett,FULL_COT,no,yes,0,1,1,completed,0,9047.0,1291.0,10338.0,79.49664818681777
1100237,fresh:seed:2026392041,nie,FULL_COT,no,no,1,1,1,completed,0,6258.0,8.0,6266.0,0.7820159923285246
1100165,fresh:seed:2026192075,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1075.0,10122.0,67.52371385321021
1100080,fresh:seed:2026092083,ate,FULL_COT,yes,yes,1,1,1,completed,0,8180.0,2173.0,10353.0,134.11220652796328
1100122,fresh:seed:2026192030,ett,FULL_COT,no,yes,0,1,1,completed,0,8013.0,1744.0,9757.0,107.0269777327776
1100053,fresh:seed:2026092055,ate,FULL_COT,no,no,1,1,1,completed,0,8009.0,1504.0,9513.0,93.76119565591216
1100200,fresh:seed:2026392004,nie,FULL_COT,yes,yes,1,1,1,completed,0,4571.0,2384.0,6955.0,147.44355623424053
1100096,fresh:seed:2026192002,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,1643.0,10690.0,101.22173151187599
1100153,fresh:seed:2026192062,ett,FULL_COT,yes,yes,1,1,1,completed,0,8012.0,920.0,8932.0,57.80245920084417
1100108,fresh:seed:2026192015,ett,FULL_COT,no,yes,0,1,1,completed,0,7593.0,1551.0,9144.0,96.85408806428313
1100054,fresh:seed:2026092056,ate,FULL_COT,no,no,1,1,1,completed,0,8012.0,2328.0,10340.0,145.05062991939485
1100116,fresh:seed:2026192023,ett,FULL_COT,no,no,1,1,1,completed,0,7593.0,1712.0,9305.0,106.60311976261437
1100241,fresh:seed:2026392045,nie,FULL_COT,yes,yes,1,1,1,completed,0,6976.0,1793.0,8769.0,111.55152016691864
1100095,fresh:seed:2026192001,ett,FULL_COT,yes,yes,1,1,1,completed,0,7592.0,1521.0,9113.0,94.37214932218194
1100109,fresh:seed:2026192016,ett,FULL_COT,no,no,1,1,1,completed,0,8012.0,2787.0,10799.0,173.47652396932244
1100187,fresh:seed:2026292011,nde,FULL_COT,no,yes,0,1,1,completed,0,8673.0,1803.0,10476.0,112.05334619246423
1100103,fresh:seed:2026192010,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,1238.0,10285.0,77.08914137631655
1100040,fresh:seed:2026092041,ate,FULL_COT,no,no,1,1,1,completed,0,7671.0,1469.0,9140.0,91.74377197586
1100217,fresh:seed:2026392021,nie,FULL_COT,yes,yes,1,1,1,completed,0,6155.0,1735.0,7890.0,108.54048594459891
1100035,fresh:seed:2026092036,ate,FULL_COT,yes,yes,1,1,1,completed,0,6908.0,1020.0,7928.0,63.5146419275552
1100233,fresh:seed:2026392037,nie,FULL_COT,no,no,1,1,1,completed,0,6967.0,1071.0,8038.0,67.63922375254333
1100032,fresh:seed:2026092033,ate,FULL_COT,no,no,1,1,1,completed,0,9282.0,2021.0,11303.0,126.08600747212768
1100161,fresh:seed:2026192071,ett,FULL_COT,no,no,1,1,1,completed,0,8013.0,2033.0,10046.0,127.5391467064619
1100079,fresh:seed:2026092082,ate,FULL_COT,no,no,1,1,1,completed,0,7671.0,1151.0,8822.0,71.92354542389512
1100050,fresh:seed:2026092051,ate,FULL_COT,no,no,1,1,1,completed,0,6880.0,1259.0,8139.0,78.69123366847634
1100191,fresh:seed:2026292015,nde,FULL_COT,no,no,1,1,1,completed,0,8649.0,3003.0,11652.0,186.79770159348845
1100235,fresh:seed:2026392039,nie,FULL_COT,no,yes,0,1,1,completed,0,5307.0,5507.0,10814.0,343.28339124657214
1100123,fresh:seed:2026192031,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,2197.0,11244.0,136.1920107845217
1100066,fresh:seed:2026092069,ate,FULL_COT,yes,yes,1,1,1,completed,0,8012.0,1776.0,9788.0,111.12128218263388
1100231,fresh:seed:2026392035,nie,FULL_COT,yes,yes,1,1,1,completed,0,6196.0,2546.0,8742.0,158.85194496810436
1100085,fresh:seed:2026092090,ate,FULL_COT,yes,yes,1,1,1,completed,0,8492.0,3264.0,11756.0,203.8780966065824
1100171,fresh:seed:2026192081,ett,FULL_COT,yes,no,0,1,1,completed,0,9047.0,2076.0,11123.0,129.01125205494463
1100048,fresh:seed:2026092049,ate,FULL_COT,no,no,1,1,1,completed,0,8519.0,1588.0,10107.0,99.581399243325
1100186,fresh:seed:2026292010,nde,FULL_COT,no,no,1,1,1,completed,0,8621.0,2005.0,10626.0,125.78530860505998
1100049,fresh:seed:2026092050,ate,FULL_COT,yes,yes,1,1,1,completed,0,8179.0,1990.0,10169.0,125.07044706121087
1100174,fresh:seed:2026192085,ett,FULL_COT,no,no,1,1,1,completed,0,7593.0,1439.0,9032.0,90.66540839336812
1100140,fresh:seed:2026192049,ett,FULL_COT,yes,yes,1,1,1,completed,0,8013.0,1376.0,9389.0,86.74589957669377
1100074,fresh:seed:2026092077,ate,FULL_COT,no,no,1,1,1,completed,0,9141.0,1842.0,10983.0,115.09035669080913
1100228,fresh:seed:2026392032,nie,FULL_COT,yes,no,0,1,1,completed,0,5139.0,2213.0,7352.0,138.01446157321334
1100012,fresh:seed:2026092012,ate,FULL_COT,yes,yes,1,1,1,completed,0,9283.0,1930.0,11213.0,120.12526142038405
1100094,fresh:seed:2026192000,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1587.0,10634.0,98.77322038635612
1100135,fresh:seed:2026192043,ett,FULL_COT,no,yes,0,1,1,completed,0,7593.0,1828.0,9421.0,114.83922762051225
1100062,fresh:seed:2026092064,ate,FULL_COT,no,no,1,1,1,completed,0,8038.0,2173.0,10211.0,135.04260470718145
1100225,fresh:seed:2026392029,nie,FULL_COT,yes,no,0,1,1,completed,0,6160.0,2613.0,8773.0,163.6142033673823
1100034,fresh:seed:2026092035,ate,FULL_COT,yes,yes,1,1,1,completed,0,8038.0,2584.0,10622.0,160.49103737995028
1100010,fresh:seed:2026092010,ate,FULL_COT,no,no,1,1,1,completed,0,8491.0,2430.0,10921.0,150.66463453695178
1100024,fresh:seed:2026092024,ate,FULL_COT,yes,yes,1,1,1,completed,0,9283.0,1790.0,11073.0,111.25726707652211
1100057,fresh:seed:2026092059,ate,FULL_COT,yes,yes,1,1,1,completed,0,8151.0,2158.0,10309.0,135.1657296847552
1100188,fresh:seed:2026292012,nde,FULL_COT,yes,yes,1,1,1,completed,0,8659.0,753.0,9412.0,47.016553768888116
1100152,fresh:seed:2026192061,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1340.0,10387.0,82.82930859364569
1100071,fresh:seed:2026092074,ate,FULL_COT,no,no,1,1,1,completed,0,8519.0,2157.0,10676.0,134.71286645904183
1100031,fresh:seed:2026092032,ate,FULL_COT,yes,yes,1,1,1,completed,0,7529.0,1915.0,9444.0,119.62560395151377
1100039,fresh:seed:2026092040,ate,FULL_COT,yes,yes,1,1,1,completed,0,8038.0,2093.0,10131.0,130.5432157088071
1100198,fresh:seed:2026392002,nie,FULL_COT,no,yes,0,1,1,completed,0,5409.0,4064.0,9473.0,251.61092883348465
1100087,fresh:seed:2026092093,ate,FULL_COT,yes,yes,1,1,1,completed,0,8038.0,2374.0,10412.0,148.40744588710368
1100082,fresh:seed:2026092087,ate,FULL_COT,yes,no,0,1,1,completed,0,9141.0,2061.0,11202.0,126.93271178752184
1100144,fresh:seed:2026192053,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,2201.0,11248.0,135.46342878043652
1100154,fresh:seed:2026192063,ett,FULL_COT,yes,yes,1,1,1,completed,0,9045.0,1506.0,10551.0,92.74638710543513
1100091,fresh:seed:2026092097,ate,FULL_COT,yes,yes,1,1,1,completed,0,8492.0,2539.0,11031.0,159.33880864083767
1100092,fresh:seed:2026092098,ate,FULL_COT,no,no,1,1,1,completed,0,8009.0,2838.0,10847.0,175.6085182018578
1100212,fresh:seed:2026392016,nie,FULL_COT,no,no,1,1,1,completed,0,6144.0,1220.0,7364.0,75.2391644641757
1100167,fresh:seed:2026192077,ett,FULL_COT,no,no,1,1,1,completed,0,9047.0,1982.0,11029.0,124.74985373951495
1100179,fresh:seed:2026292003,nde,FULL_COT,no,no,1,1,1,completed,0,8650.0,2656.0,11306.0,167.90607124008238
1100166,fresh:seed:2026192076,ett,FULL_COT,no,no,1,1,1,completed,0,7593.0,1321.0,8914.0,81.56946149654686
1100177,fresh:seed:2026292001,nde,FULL_COT,yes,yes,1,1,1,completed,0,8641.0,2320.0,10961.0,146.18574452400208
1100145,fresh:seed:2026192054,ett,FULL_COT,no,no,1,1,1,completed,0,8013.0,1759.0,9772.0,112.1297243796289
1100093,fresh:seed:2026092099,ate,FULL_COT,no,no,1,1,1,completed,0,8521.0,2643.0,11164.0,167.8574428781867
1100128,fresh:seed:2026192036,ett,FULL_COT,yes,yes,1,1,1,completed,0,9047.0,1979.0,11026.0,123.60090627521276
1100169,fresh:seed:2026192079,ett,FULL_COT,no,yes,0,1,1,completed,0,8013.0,1179.0,9192.0,75.08867760561407
1100223,fresh:seed:2026392027,nie,FULL_COT,yes,yes,1,1,1,completed,0,5692.0,1236.0,6928.0,79.14343772828579
1100205,fresh:seed:2026392009,nie,FULL_COT,yes,yes,1,1,1,completed,0,5883.0,985.0,6868.0,63.42801710404456
1100221,fresh:seed:2026392025,nie,FULL_COT,yes,no,0,1,1,completed,0,6968.0,2630.0,9598.0,166.7440341040492
1100124,fresh:seed:2026192032,ett,FULL_COT,yes,no,0,1,1,completed,0,9046.0,1306.0,10352.0,80.84978342242539
1100063,fresh:seed:2026092065,ate,FULL_COT,yes,yes,1,1,1,completed,0,9281.0,2311.0,11592.0,146.14151833206415
1100028,fresh:seed:2026092029,ate,FULL_COT,no,no,1,1,1,completed,0,8012.0,1696.0,9708.0,106.36642867140472
1100002,fresh:seed:2026092002,ate,FULL_COT,no,no,1,1,1,completed,0,8009.0,1713.0,9722.0,107.99578606709838
1100046,fresh:seed:2026092047,ate,FULL_COT,no,no,1,1,1,completed,0,9282.0,2066.0,11348.0,130.23329749517143
1100243,fresh:seed:2026392047,nie,FULL_COT,no,yes,0,1,1,completed,0,5966.0,1900.0,7866.0,119.69139809906483
1100178,fresh:seed:2026292002,nde,FULL_COT,yes,yes,1,1,1,completed,0,8647.0,804.0,9451.0,50.98839564062655
